"","text","subject_label","subject_predicted"
"123","Although you accepted your null hypothesis, there was a significant result for chickweed exposed to 640 nm at 30 min. It would be worthwhile to note it here.",4,4
"124","This is not primary, peer-reviewed literature. See me if you need help with finding literature",3,3
"125","This information is not very relevant for the experiment, so you can omit it in the Abstract. The Abstract is the summary of your paper and it has a limit for the number of words, so you want to include just the most relevant information.Instead, consider the idea of mentioning the hormonal control of growth in this insect.",2,2
"126","Cite your figures",3,3
"127","Why? You need to introduce the mechanism of aggression in order for your reader to understand your hypothesis.",4,4
"128","You can’t have standard deviations on just one value. Check this graph and it’s values",3,3
"129","Adapt really isn’t the right word here; it refers to a specific evolutionary process as opposed to the plasticity of a trait",3,2
"130","If these are just single values than you shouldn’t have standard deviations with them",3,3
"131","Similarly, do not try to interpret or discuss your data just yet.",1,4
"132","You can cite your own figures in this section.",3,3
"133","What does Precor mimic?",3,3
"134","Good real-world connection. Try to look for other sources aside from Munns, I think there is some good research out there on salinization of farmlands and how that might affect crop yields.",4,4
"135","You already did this and are just writing it up now.",2,2
"136","The threshold would be the minimum voltage required by the stimulator to produce contraction in the muscle. I don’t’ think you found any maximums.",3,3
"137","This is raw data",3,3
"138","You need to mention your statistical results here with your t-statistics, degrees of freedom, and p-value",3,3
"139","Why would weight increase? What is the connection between JH and weight?",4,4
"140","Negative results can also be valuable!",4,3
"141","You could use amplitude of contraction instead of response",3,3
"142","Not sure that this is technically primary literature, although you can use the info from it as a secondary source (like the lab manual).",2,1
"143","Statistics?",3,3
"144","0.02",3,3
"145","Redundant info",2,2
"146","That difference was not enforced by the t-test because there was not statistical significance.",3,3
"147","Figure 2:",2,3
"148","Average value for graphs should final day avg - first day avg for every caterpillar and then avg of the three differencesAdd error bars",3,3
"149","You don’t need a materials list as long as you mentioned all these things in your methods paragraph",3,3
"150","No need to show figure 2, since you don’t show any statistics for these data",3,3
"151","Still no et al",3,3
"152","Typo?",2,2
"153","Have to have statistics here",3,3
"154","You are missing information about the methods. The Abstract should include information from all the sections.",2,2
"155","I wouldn’t use this word given its chemical concentration (unless color is a literal catalyst).",2,3
"156","in this first part you should explain the mechanisms that participate in this process",2,2
"157","Your error bars are off, they are no longer representing standard deviation.",3,3
"158","What cell functions do light fulfill? An unfamiliar reader needs more background about light and its role in resource allocation in order to make sense of your hypothesis",3,4
"159","Not really, careful here. Your hypothesis was not supported because your stats say there wasn’t a significant difference in their change in weight",4,4
"160","Axis labels are really small. Try enlarging them to make reading the graph easier. Also try to have a legend with colors rather than words.",3,3
"161","Start broader – this is too specific",2,2
"162","Good caption! But maybe include p-values from a Tukey-Kramer.",3,3
"163","This title can still be condensed but isn’t a problem here",2,2
"164","This belongs earlier in the introduction.",2,2
"165","Specifically mention whether or not your hypothesis was supported.",3,4
"166","No citations in the abstract.  Just say everything else, but remove the citation",2,2
"167","This figure is repeated",3,3
"168","Also include the ANOVA and post hoc test results as a figure so you can cite your table in your results to show where you got your p-value from",3,3
"169","y-axis label is missingx-axis label needs to be changed to control/ treatment This graph shows more than the bar graph below.",3,3
"170","What was the concentration?",3,3
"171","Report means and SDs together; it’s hard to pair means and SDs when they’re separated by a sentence or two.",3,3
"172","Watch your significant digits!  Rounding to a reasonable value is acceptable.",3,3
"173","“Petri dish” or “plates”",3,3
"174","Amperes is current Voltage is the Amplitude of the shock administered to the leg.  You are confusing the word Amplitude (which is how tall the stimulus is on a graph = volts) with Amperes (the flow rate of the current in the wire = amps).",3,3
"175","Roughly 50µL",3,3
"176","Quickly relate this back to a bigger picture. Why is it important to know how kale responds to differences in temperature?",4,4
"177","Metamorphical?",2,3
"178","This is the direct opposite of your hypothesis, and the following sentence.",2,2
"179","Did you add buffer?",3,3
"180","You don’t need to comment on the trends, only say whether the difference was significant and report the statistical values.",3,3
"181","State your hypothesis first, then your methods, then a sentence about your results. You can then state your hypothesis was not supported and write a concluding sentence",2,2
"182","Informal",2,2
"183","So this appears to be a medical website, and not a scientific journal, which is not primary literature",3,2
"184","This information is the same one than the figure. Do not repeat information.",3,3
"185","Follow the formatting instructions in the citation formatting section (page 51) to construct your citation lists and in-text citations.",3,3
"186","What do you mean here?",3,3
"187","Give more details in the figure legends. They should be self explanatory.",3,3
"188","Can you end on something broader? Why does this research matter to us? How might it be applied to problems in the real world?",2,4
"189","Lines a little hard to see.Use standard error here as well.",3,3
"190","What statistical test was used? And your alpha value was not 0.005. Think about it and let me know if you still don’t know.",3,3
"191","No need to list materials separately. Just mention them as you use them in the procedure.",3,3
"192","How much?",3,3
"193","error bars are the same for all the data points. This is not quite right. Check the excel tutorial to learn how to add the error bars (Sakai/ BioCore Guide/ Displaying data/ Graphs)",3,3
"194","This is a lab report, it should be written in past tenses using active or passive voices.",2,2
"195","Condense to the points that are most relevant",2,2
"196","You also should not represent the same data in a figure and a table. These p-values are also different from the ones you reported in your lab report.",3,3
"197","No need to include specific quantities in the intro. You can save it for the methods.",2,2
"198","Good job being concise here, but you have to say the p values in the text of the results section",3,3
"199","revise",2,2
"200","The threshold value is a result of the experiment",3,3
"201","Make sure to include their housing condition (Incubator at 27C)",3,3
"202","This figure does not need a title, as what the title states should go in your figure caption. Your axes also need labels, particularly your y-axis",3,3
"203","Try to be a little more specific about your y-axis",3,3
"204","Citation formatting. Check the BioCore Guide pages 48-49",3,3
"205","You still need to include y-axis labels",3,3
"206","Why paired? I’m not sure that makes sense here. Please let me know and ask if you have any questions!",3,3
"207","No citations in the abstract. If it’s specific enough to need a citation, that’s too much detail for the abstract.",2,2
"208","This is good. However, you should consider introducing an example from primary literature relating to tetany specifically, since this is what you measured.",4,4
"209","As I indicated in Submission review, your Agar amount remains constant throughout control and treatment plates.",3,3
"210","Is this a conclusion?",4,2
"211","What flavor? (SD, SEM…?)",3,3
"212","Embed your (in)dependent variables here.",3,3
"213","Mention the specific muscle used",3,3
"214","Talk about why this happened biologically",4,2
"215","Start with larger concepts, work down to the purpose",2,2
"216","informal",2,2
"217","I’m not sure what this means, and the next sentence is not very informative either. Do you mean the small sample size used?",3,3
"218","Averages and standard devs of groups?",3,3
"219","Try to summarize your methods in a better way without putting too much detail. For example, all the procedure to isolate 200 ul into microtubes with labels A, B, B pellet, and C can be condensed in a single line stating that the sample containing the pellet after second centrifuge was used. Because if you followed the protocol properly to isolate the chloroplast, you should have the highest chloroplast in your B pellet sample.At the end of your Methods section, indicate what kind of statistical test you perform to analyze your data. Just state a straight forward sentence stating that the statistical test x was conducted to analyze the data of the control and treatment groups.",3,1
"220","Refer to figure again.Report the results of your ANOVA properly (see resource guide) – need the p-value in the results section.",3,3
"221","This is a lot of graphs. I would include only the bar graphs, as the line graphs are not super necessary and don’t add a whole lot to your paper",3,3
"222","For all the results that were not significant, pick the ones that caught your attention and only include those.",3,3
"223","Year?",3,3
"224","Can you be more precise? Just specify what was the control condition.As a control, the gastrocnemius muscle contractions were recorded in normal conditions.",3,3
"225","At what temp?",3,3
"226","???",2,3
"227","This is not necessary because you already mentioned that each leg received the same treatment.",3,3
"228","?",4,3
"229","What does salt resistance have to do with your study?",4,3
"230","Include statistics. Also I think your figure is mislabelled",3,3
"231","Hypothesis comes before methods",2,2
"232","Avoid starting sentences with “because”",2,2
"233","Needs citation",3,3
"234","This is great! Just be sure to include your hypothesis somewhere in here",2,2
"235","I would go ahead and include means +/- SDs in this section. Also, what are your other p-values? Typically, an ANOVA gives you one p-value for overall variance, and then you interrogate individual groups with the Tukey-Kramer, which, for your conditions, should give you more than one p-value.",3,3
"236","Why is shelter a relevant stimulus? You need to elaborate so that your reader understands the underlying logic of your hypothesis",4,4
"237","Significant difference?",3,3
"238","Can you state this more directly?",2,2
"239","Can you work in this sentence? How frequently did you collect data?",3,3
"240","Missing citations",3,3
"241","“is considered a” or revise statement for improvement.",2,2
"242","You need to tie your results back to the big picture and expand on your methods in the abstract",4,4
"243","Very thorough title! Could possibly make it a bit more concise…",2,2
"244","Title should VERY briefly state the main takeaway of your experiment",2,2
"245","I think you mean groups (each interaction of fish is a trial in this situation)",2,3
"246","Methods should not be a list and you do not need to provide a list of materials. You need far more detail.",3,3
"247","No citations in the abstract.  Just say a previous study found that…",2,2
"248","Try to be a little more specific",2,2
"249","Report the statistical outcome with the main observation, not in a separate sentence. Remember the example from lab last week.",3,3
"250","Include these with their corresponding means.",3,3
"251","you used a spectrometer to record the absorbances",3,3
"252","Some comments I only marked once. For example, when I said to use the actual word “percentage” instead of the symbol “%,” be sure to apply it to the whole report.",3,2
"253","The x-axis doesn’t need that little 1 there and could use a better label, and the y-axis label needs units.",3,3
"254","Remember, start your abstract broadly. You need a sentence or two of background before you state the purpose of the experiment.",2,2
"255","You graph needs to have 2 columns, showing the average of the pot averages. Also needs to have error bars. See me for help with making graphs.",3,3
"256","Some problems with interpretation here. Yes, your p value was close to 0.05, but it was higher than 0.05 which means there’s not a significant difference. Stick with a “black and white” interpretation of statistics",3,3
"257","Not quite sure about this suggestion. The animal is sensitive to the JH levels during its entire life.",3,3
"258","I would just say you are testing this in the gastrocnemius muscle of Rana pipiens, the Northern Leopard Frog",3,3
"259","This is considered as interpretation which should not be in this section. Basic Criteria error#2",1,1
"260","In-text citation formatting [Last name 1st Author: Year]",3,3
"261","Make sure to include an actual description of any figures. Only tables (Should be labeled as “table 1, table 2 separately from figures) do not need descriptions.",3,3
"262","What is this? Is a hormone, a growth regulator, a toxic chemical? How is that related to your experiment or support your results?",3,4
"263","The abstract should have at least one sentence wih background information. Something like an introduction to the topic.",2,2
"264","What is this made of? (Methods clarification 2)",3,3
"265","Write in your citations",3,3
"266","This was a really nice complete introduction but try to summarize a little bit more the previous lit. You don’t need to go so in depth into their methods",2,2
"267","You need to have citation in your introduction. This is an automatic failing grade",1,1
"268","Force transducer",3,3
"269","Your discussion needs to be longer and discuss why your results occurred, future directions, etc.",2,4
"270","This implies that there should have been a third. A better way to phrase this is maybe “this data represents two frog legs tested for relaxation period”",2,2
"271","Remove Table# to avoid confusion. Provide your t-test stat results when you interpret %change.",3,3
"272","Your discussion would have been strong had you used actual primary literature.",1,2
"273","Who was the author for this source? It should be cited in the form of (Last name, Year)",3,3
"274","Put this in terms of R:S ratio differences between the two groups. All this tells me right now is that you predict the R:S ratio for shade plants will be &lt; 1, which is not what you tested. Once you have rephrased your hypothesis, make sure you also correct this in the discussion.",4,4
"275","Make sure you have references in the discussion section.",1,3
"276","Because you have a graph already showing this data, I would leave this chart out.",3,3
"277","change this, it sounds like you are telling someone what to do in a protocol",2,2
"278","At 27C",3,3
"279","Do not use website URLs on primary sources",3,3
"280","Don’t use possible errors in your experiment as a reason for why your results did not support your hypothesis – what was going on inside the caterpillar?",4,4
"281","This difference was not significant (t-Test, p-value = 0.183)",3,3
"282","Your group actually used an E20 inhibitor, not an E20 mimic. This may change some of your intro and discussion content.",3,4
"283","It would be helpful to have a short description of plant resource allocation before you jump right into talking about root:shoot ratios.",2,4
"284","Not quite true. The contractile period goes from the beginning of contraction to the peak of maximum contraction (the point where the tension is generated)",3,3
"285","What did this experiment do and what did they find?",4,2
"286","Your p-value shouldn’t have a standard deviation, not sure where this is coming from",3,3
"287","Mention the variables here instead of the figures",3,3
"288","Just say what you are studying, it doesn’t have to be explicitly stated that you are studying this because it is understood",2,2
"289","How many tails? This was in your original report, but the type of test wasn’t. Both should be included!",3,3
"290","Maybe you could coalesce these? We predicted movement in both cohorts, but greater movement in the…",2,4
"291","I would write this in paragraph form.",3,2
"292","Suspended from a force transducer. Make this clear.",3,3
"293","Avoid starting sentences with “because”",2,2
"294","If this is the first citation, it should be [1]",3,3
"295","Check the citation format",3,3
"296","Milliliters?",3,3
"297","IGR stands for “Insect Growth Regulator” not “analog” or “mimic”, which are the words you are looking for here.",3,3
"298","Include the molarity and name of the inhibitor",3,3
"299","Missing outside sources (Basic criteria)",1,1
"300","Can you say this better? Just specify in which legs you saw that.",2,3
"301","Try to limit redundancy in this section and trim it to focus on observations that you think were really important.",2,2
"302","Statistics!",3,3
"303","Wouldn’t the threshold then be higher? Which would support your hypothesis?",4,4
"304","There’s a lot wrong in the figures, you need to report summarized data not raw data and I don’t need the tables of the statistics, just talk about the relevant ones in the figure caption/results section/discussion.",3,3
"305","p-value needs to be here to back this claim up",3,3
"306","This caption needs more information. What are the error bars representing?  What were the statists results of this data",3,3
"307","Rewrite this please, to make it more clear",2,3
"308","No URLs for peer reviewed articles.",3,3
"309","revise",2,2
"310","remove",2,2
"311","This interpretation belongs in the discussion section",2,2
"312","Graphs look good. Need to have more detail in the figure legends though",3,3
"313","All information that is not common knowledge needs to be cited",3,3
"314","Future implications about human cell speculations as indicated in Discussion should have been reflected here as a concluding remark.",4,4
"315","And the muscle",3,3
"316","Avoid stating any stat value in the abstract. You can rather say that the significant statistical difference was confirmed by one-way ANOVA test.",2,3
"317","Does sand limit soil nutrients or water availability?",4,4
"318","How much did you add? At what concentration?",3,3
"319","Make sure you tie your findings back to the big picture",4,4
"320","Aha!",4,3
"321","This figure could be improved by either color-coding individual legs or control vs. experimental groups to give some basis for comparison.",3,3
"322","In-text citation format [Johnson: 2016]",3,3
"323","this is probably unnecessary (rationale in introduction)",4,2
"324","What concentration? This is important!",3,3
"325","I like the idea of these graphs, however it’s hard to look for differences between control and treatment groups when they are on two separate graphs. One graph that displays overall difference in weight would be easier to read",3,3
"326","Do not assume that you did it wrong.",4,3
"327","Do you have your p-value to support this? You can state it in parentheses",3,3
"328","You need to better connect your experimental treatment to the costs and benefits of intraspecific aggression",4,4
"329","Include a sentence about what you concluded about caffeine based on this",4,2
"330","State your statistical test but you do not report the results of it in this section.",3,3
"331","Where are the table legends? That is necessaryYou are missing the SD for those averages.",3,3
"332","Not technically true. Just not significant at the alpha level we used (0.05)",3,3
"333","They were around the 4th instar actually",3,3
"334","Stats?",3,3
"335","Remember to include the title of the graph immediately after the figure number. Then you can continue with the rest of the caption.",3,3
"336","This is a very ambitious statement.",4,2
"337","You need to have primary literature in your discussion section as well",1,2
"338","Hypotheses are neither correct nor incorrect",2,2
"339","This figure shouldn’t have a title.The legend still says series 1…8",3,3
"340","Missing important details. The figure captions should be self-explanatory",3,3
"341","Missing outside sources (Basic Criteria)",1,1
"342","Silver thread",3,3
"343","Support with literature",4,3
"344","Don’t use the word significantly unless you’re talking about something that is backed up by statistics",3,2
"345","Use proper citation",3,3
"346","The manual we use is not about Cell structure.",3,3
"347","Citation formatting. Missing the journal volume and pages number.",3,3
"348","paraphrase in your own words",2,2
"349","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"350","Describe all the results citing figures and t-test p-values.",3,3
"351","Correlation means something specific (a statistical test). Would be better to say “relationship” or “effect of acidity”",3,3
"352","Which is the figure corresponding to this caption?",3,3
"353","Missing the year",3,3
"354","This abstract is a bit too much methods. Try rewriting it with two sentences about your intro, state your hypothesis, one methods sentence, your results and whether your hypothesis was supported, and your conclusion",2,2
"355","I would move this to the methods section",2,2
"356","All of this should be moved it does flow well with the next sentence/paragraph",2,2
"357","No need to explain statistics to your reader",3,3
"358","No need to talk about sources of error, since your data supported your hypothesis. Talk more about how color and aggression evolved independently, like you mentioned in the introduction section",4,4
"359","Make sure to include the volume and concentration of blocker used.",3,3
"360","Don’t end on a citation from another study. Include one or more sentences about why this research is important from your own perspective.",4,2
"361","Your figure still has the same issues as before (title, y-axis label)",3,3
"362","Try to read the abstract of your primary literature and use that to guide you on how to write an abstract, looking for what information they add in and how they organize it",2,2
"363","If your results do not support the hypothesis, it doesn’t mean that you did it wrong. Don’t assume that you have errors. Only mention the errors if oyu are sure that they were there and they are really affecting the result.",4,4
"364","Avoid using questions unless it is a research question nested under your hypothesis",2,2
"365","You seemed to have found the standard deviation between the 3 different stimulus voltages rather than among the amplitudes you averaged to receive your value at each stimulus voltages. (Ex. I think you found the standard deviation between 0.061, 0.093, and 0.22 in table 2 rather than finding the standard deviation among the 4 readings you averaged to get 0.061. and the 4 readings averaged to get 0.093. and the 4 readings averaged to get 0.22)",3,3
"366","Revise to make formal",2,2
"367","Also, this and the next sentence are “big picture” and would flow better toward the end of the discussion.",2,2
"368","This is a good point, but it belongs earlier in the paragraph. I would use this as a justification for investigating the effects of wavelength on allocation strategy.",2,2
"369","Organize better your ideas",2,2
"370","Only 2 bars are needed. Control vs Treatment.",3,3
"371","You did not run a paired t-test",3,3
"372","remove some of the redundancy",2,2
"373","Just say no significant difference between treatments and then (t = , df = , p = )",3,3
"374","You can actually put your statistical results in your figure caption (i.e. our p-value was x, so the difference between the groups is significant/non-significant)",3,3
"375","explain better",2,2
"376","capitalize",2,2
"377","You don’t need to mention all these, that information is included in the figure.",3,3
"378","So what do you mean? Will you not get a contraction? What is the exact thing you are measuring?",3,3
"379","Remember that tables are not figures, so you would say Table 1:… and Table 2:… rather than figure1 and 2.",3,3
"380","You also need to use a more scientific tone.",2,2
"381","This is an interpretation of the result. That is not part of this section. It goes in the discussion.",1,2
"382","Mention what Ach normally does in muscle contraction",2,2
"383","This is a great explanation for plasticity, but you can be more specific. Are there certain genes which are known to pertain to growth platicity?",4,4
"384","Introduce your research question more subtly",2,2
"385","No DOIs",3,3
"386","These lines require (custom) standard deviation error bars.",3,3
"387","Not in introduction – you already have in methods which is the best place for this.",2,2
"388","In the future include the results of your stats in the figure caption",3,3
"389","When? At the end of the experiment or this is the total change from day 1 to day 8. You need to be more precise",3,3
"390","Just remember that they are pest during the larvae phase and according to your prediction, they will remain as a larva. However, I understand that affecting their transition to adulthood, they won’t be able to reproduce and consequently this can control the number of larvae.",4,4
"391","Weights?",3,3
"392","You need at least one sentence in here about how you actually tested this.",3,3
"393","Reference the figuresDescribe the trends and then support the observations with the statistical analysis",3,3
"394","What kind of t-test?",3,3
"395","Is this true? Provide some citation to back up your claims.",3,3
"396","You should reference your figures in this section when talking about your results from them",3,3
"397","Leave out in-text citations for the abstract. Instead you can say something along the lines of “Previous studies have shown….”",3,2
"398","At 27C",3,3
"399","Pick only one to use.  There are reasons to use one versus two tailed.",3,2
"400","Ok, so what does this mean? Relate it back to muscle physiology and your own experiment",4,4
"401","Just say that there was no significant difference (t = , df = , p =)",3,3
"402","This opening sentence is a little bit convoluted – can you be more specific and direct about what you mean? Are we really interested in ability to maintain homeostasis, or something slightly different?",2,2
"403","So, higher concentration of saline  less photosynthesis than the lower concentration?",3,3
"404","In the future when creating and labelling figures, try and have the order you mention the figures be the same order in which you number them",3,3
"405","Be more specific. You have enough room.",2,2
"406","You need at least another source",3,3
"407","What of this is most relevant to your particular study? Keep that, and discard the rest. I know thinking of ways to begin a report can be challenging, so this is a fine start, but I think you can come up with something more compelling. I think the rest of your intro is quite clear and I enjoyed reading it.",2,4
"408","Are there other studies that have examined resource allocation in different types of substrates?",4,4
"409","Figure",2,3
"410","Two-tailed two-sample t test",3,3
"411","Not quite. It shares similar signal transduction mechanisms, but it’s multinucleate, unicellular organism.",3,2
"412","Do not use a table to report only the statistical outcome.",3,3
"413","The corpus cardiacum is a neurohemal organ, so it doesn’t secrete hormones. The brain hormone, according to its name, is produced in the brain by neurosecretory cells.",3,3
"414","Did you follow up with a Tukey-Kramer to test your specific hypothesis that white light would promote the most photosynthesis?",3,3
"415","Can you be more precise? For example, include the studied physiological process.",2,2
"416","Delete. This information is essentially displayed in your bar graph. So no need for this",3,3
"417","Save this for the methods.",2,2
"418","Be careful of the wording since this ends up meaning you had 104mL total rather than 100mL total. It would be 4mL diluted in water for 100mL total volume.",3,3
"419","Missing y-axisYou can show only the upper SS.",3,3
"420","ACh is not involved in the propagation of the action potential. It is involved in the synapse and it is required for the generation of an AP in the muscle.",3,3
"421","Definitely clarify that this is based only on observation – it’s difficult to draw much information from this since you had such a small sample size, but OK to note it as an interesting thing that you saw.",3,4
