"","text","subject_label","subject_predicted"
"102","Informal. Revise to make it formal. Locate other informal/colloquial terms and revise.",2,2
"103","This goes in methods section. Basic Criteria #2 error",1,3
"104","Use passive form. Do not use “I”, “We”, or “Our”",2,2
"105","Too many digits. Round this",3,3
"106","Restructure your introduction so it flows better. Start by broadly talking about resource allocation, then effects of salinity (you have good background sources here!) and then your specific hypothesis. What you have right now lacks a logical flow.",2,4
"107","What table? I only see figures!",3,3
"108","This should be in the discussion as it is an interpretation (Basic criteria)",1,1
"109","You don’t need this since you have the graphs.",3,3
"110","be more specific",2,3
"111","You don’t need this table because the data are shown in your figures. You SHOULD report those means and standard deviations in the text of your results section, though.",3,3
"112","redaction",2,3
"113","What were your standard deviations? Those error bar look pretty much the same",3,3
"114","This graph is incorrect, the red bar is supposed to be frog leg two but the graph below says that the red bar is the treatment results.",3,3
"115","Not true, you reported the threshold of stimulation for three muscles in the results.",3,3
"116","Even though this was what you intended to do originally, this is not the dilution and treatment level you actually used.  What was the dilution of the Precor you used?",3,3
"117","Run-on",2,3
"118","Azamax is the brand, azadirachtin is the actual chemical in it",3,3
"119","You should not run a t-test on these values.  You should calculate the difference between the weight on the first day and the weight on the last day for each caterpillar, then run a t-test on those values.",3,3
"120","Your figure caption should tell me what I should get out of looking at this figure.",3,3
"121","[Vandock: 2010] You only need to list the first author",3,3
"122","This is the actual result. It should go before you conclude supporting the hypothesis or not.",2,4
"123","So the entire circumference of the plate?",3,3
"124","At what temp?",3,3
"125","List the full names of each nutrient.",3,2
"126","Also state your t-statistic",3,3
"127","How much of each?",3,3
"128","I think there is a problem with your table numbers. This information is in Table 2, not in Table 1",3,3
"129","This figure is just raw data, so it shouldn’t be included",3,3
"130","Exact amount (mL) and concentration of the chemical?",3,3
"131","You need a hypothesis in your abstract",2,2
"132","Focus more on discussing biological mechanisms, and less about possible sources of error",4,4
"133","Should have mentioned that you used Hill reaction assay to quantify the photosynthesis activity.",3,3
"134","Title should VERY briefly state the main takeaway of your experiment",2,2
"135","you are missing the error bars",3,3
"136","The standard deviation is not another important figure from the t-test. Actually, you can calculate the SD without conducting a t-test. The SD is a descriptor of your sample, it indicates the amount of dispersion in a set of data values.",3,3
"137","remove",2,2
"138","You can add your p-value here to back this statement up",3,3
"139","Statistics are still incorrect. If p &gt; 0.05, then that means there is not a significant difference",3,3
"140","Missing outside sources (basic criteria).",1,1
"141","This is not correct.  What was the insecticide that you used?  What was the dilution of that insecticide? How many drops did you use of it in how many grams of food.",3,3
"142","(Un)paired? Tails?",3,3
"143","This is kind of a weird sentence to end on..maybe say when given the inhibitor there is no significant effect on contraction",2,3
"144","Again, informal",2,2
"145","Is this information necessary in the Introduction? Your la report should include the biological hypothesis, but these are the null and alternative hypothesis for the statistical analysis. Are those the same? Check the BioCore Guide for the differences between biological and statistical hypothesis",2,3
"146","None of this is accurate. We used a force transducer and one of two types of probe (nerve or muscle). You injected the legs, not soaked them.",3,3
"147","State what these averages are (+/- a standard deviation)",3,3
"148","You could do this and show it as a result. Why didn’t you do it?",4,3
"149","This is not really specific enough. Do they represent standard deviation? Standard error? How did you calculate these. (As a side note, this figure looks like it might have been made in Google Sheets, and if so, the error bars are note correct because Sheets can’t do the stats correctly. If you made this in Excel following the tutorial, it’s fine. If not, do that next time.)",3,3
"150","this should be removed or better integrated",2,3
"151","Your abstract doesn’t say anything about the role of  curcumin in your experimental design",2,2
"152","No need to show the same data in the table and in figures. The figures should just have 2 columns for each dependent variable, with the averages of the pot averages. No need to show the different values of each pot, since that’s not what you did your stats on",3,3
"153","You should not introduce any new statistical test in the results section. Mention that you ran ANOVA at the end of the Methods section.",3,3
"154","Include the main obtained results in the Abstract.",2,2
"155","Ecdysone is also produced before each molt, not only during the commitment pulse",3,3
"156","Can you be more specific? Mention the physiological process of interest in this experiment.",2,2
"157","remove",2,2
"158","You should mention your p-value in the results but avoid discussing what its significance means until the discussion.",1,3
"159","This is repeating the same information than the previous sentence, just consider changing theredaction",2,2
"160","You can cite this as part of the lab manual (they were written by the same people).",3,3
"161","You need to specifically explain whether your results supported your hypothesis",4,4
"162","If citing in-text using the author’s names in your sentence, but the year right after their names: A study by Walter &amp; Nagel [2006] demonstrates…",3,3
"163","Are predatory responses the same as aggressive responses? If so, you need to explain the connection.",4,4
"164","I assume there is meant to be more here. Remember that you have a word limit for the abstract.",2,2
"165","What statistical testing did you use?",3,3
"166","What is this made of?",3,3
"167","This graph is definitely better, but this figure caption needs some work. Write what the graph is showing, main trends from the graph, number of organisms in each group, your statistical results, etc.",3,3
"168","How did you decide sig values?",3,3
"169","I’m assuming SAWHET was just weird about the +/- symbol, but your numbers still do need units",3,3
"170","Need to see some numbers in the figure caption; averages, standard dev, stats",3,3
"171","Put the total number of legs you used in your data (i.e. pretend you had 4)",3,3
"172","This is contradictory, there are not adult caterpillars. Those are different stages. You could specify the larval instar.",3,3
"173","What background info led you to your experimental question?",4,2
"174","You can omit this here and explain it in the methods. You will only need to change the order of these sentences in the methods. First mention that myograms were recorded and then specify the phases and which one you measured.",2,2
"175","No need to include the concentration in the intro (save it for methods0",3,2
"176","What about R:S for weight? I only see lengths here and your methods say that you also measured weights. Please include both.",3,3
"177","I would try to include 1 or 2 lines about what sodium normally does in muscle contraction.",4,2
"178","Make sure to include the concentration of lidocaine used.",3,3
"179","RedactionThis is written like an explanation of the result. To include it in this section, you need to write this like an observation of the experiment.",3,2
"180","No need to list materials separately. You can just mention them as you use them in the procedure.",3,3
"181","You already mentioned that you did the same for each leg",2,3
"182","Did you sterilize anything?",3,3
"183","Statistics outcome",3,3
"184","What is the y-axis label?",3,3
"185","Like we discussed in lab, your intro needs a citation from a primary source.",1,3
"186","2% water agar.",3,3
"187","Introduction requires substantially more detail especially related to background literature that is similar to your study or provides support for making your hypothesis",3,4
"188","We know acetylcholine plays a role, how does affecting acetylcholine affect the muscle?",4,4
"189","When were they this color?",3,3
"190","You don’t really need the concentration here, as that’s not part of the name of the chemical",3,3
"191","This is a little specific for the intro. I might just leave the amount of time out altogether.",2,2
"192","What frog? What muscle?",3,3
"193","Your discussion contains info that should be in your results. Focus more on comparison to other studies (in scientific literature) in the discussion, and be sure to end by reminding us why this research matters.",2,4
"194","Reference your figure here.",3,3
"195","You included raw data. In the future, provide a figure instead of tables.",3,3
"196","Start with the big picture",2,2
"197","Need more info in the title. Species name, treatment, and indication of the results",2,2
"198","I would go into just a bit more detail with these methods. It should be enough that a person with basic science skills can repeat your experiment",3,2
"199","Why are the results of your current experiment important?",4,3
"200","What percent concentration does that end up being?",3,3
"201","The correct citation format is [author : year]. Also, this is a website, not a scientific article, and so if not a primary source",3,3
"202","What does this fragment belong to?",2,2
"203","Try to include a little about Rana pipiens as well.",3,2
"204","Not necessary",2,2
"205","I like your intro up to here. Can you summarize what these biochemical pathways mean for the whole plant as a transition into your hypothesis? What do they mean for growth of various tissues?",2,2
"206","There are a lot of figures here, and they aren’t all super useful. I would stick to either line or bar graphs, and not use the tables",3,3
"207","Statistically insignificant. Careful with your wording. Revise you report with clear and precise statements with formal terms.",3,2
"208","This would be better to clarify in the intro.",2,2
"209","What does this mean, what information does it provide you?",2,3
"210","It’s good that you changed the colors, but the legend on the figure itself should say blue –treatment and red-control as well",3,3
"211","Make it clear that you suspended the leg from a force transducer (this is how you actually measured the muscle twitch stimulated by the probes)",3,3
"212","You can report the p-value again here to help back this up",3,3
"213","I would read this portion over again. The wording made it a bit difficult to understand.",2,2
"214","Muscle contractions?",2,2
"215","Supported",2,3
"216","I asked you to trim this down and make it more succinct, but it’s longer than the submission.",2,2
"217","What is this made of?",3,3
"218","Need some background info on how fish behavior in presence of shelter to really set up your hypothesis. Right now this just appears out of nowhere, with no context.",2,4
"219","Good, remember no titlesAlso try to make this graph into 4 bars, where you average the controls and treatments for each leg and include error bars.",3,3
"220","Where are the standard deviations in the graphs?",3,3
"221","This sentence is a bit unclear",2,2
"222","Where? In the muscleYou could talk a little more about the used chemical",3,2
"223","This is not quite right, those are different hormone, produced by different glands.",3,3
"224","Citation formatting",3,3
"225","Hypothesis",2,2
"226","This is not what it means. It means the data is insignificant, regardless of its relevance to the experiment",4,3
"227","This looks like methods",2,2
"228","Unnecessary",2,2
"229","This is well-written, but is it relevant to your experiment and hypothesis? It would be better to include another study on effects of varying light levels on resource allocation instead of an unrelated discussion of herbivory.",4,4
"230","This should go in intro.",2,2
"231","No need to list materials like this. You can just mention items used as you describe your procedure, and if something isn’t mentioned in the procedure, it’s probably not important enough to be on this list.",3,3
"232","Consider ending with a broader statement about why this type of research matters",4,2
"233","No need to list materials. You can just mention them as you use them in the procedure.",3,3
"234","Wrong tense",2,2
"235","Are you able to prove this?",4,2
"236","for both of your experiments, consider how efficient you were in isolating the chloroplasts..",3,4
"237","Finally, you need to clean up your writing throughout the body of the lab report.",2,2
"238","()",2,3
"239","Citations",3,3
"240","correct the figure number in the image to clear confusion",3,3
"241","You can be less detailed here.",2,2
"242","What do you mean?",3,3
"243","State the study objective first and explain why is M.sexta a good model organism for your experiment?",3,4
"244","Outside sources missing (basic criteria)",1,1
"245","All information that is not common knowledge needs to be cited.",3,3
"246","informal",2,2
"247","Hypotheses are never correct or incorrect. Rather, your data do or don’t support the hypothesis",2,2
"248","Hypothesis comes before methods",2,2
"249","Standard deviations should accompany averages",3,3
"250","Mention standard deviation",3,3
"251","What do low absorbances mean? Not lower photosynthetic activity, right?",3,4
"252","This inference about your hypothesis belongs in the discussion section. Unfortunately, this is one of the “deal-breaker” criteria, but it’s an easy fix",1,1
"253","remove",2,2
"254","This should be incorporated in the legend of the corresponding figure.",3,3
"255","Avoid the word “prove.” In sciences, there is always some uncertainty involved. Your data may always have come from a reason separate from your original hypothesis. As such, I would say “supported”",2,2
"256","ANOVA tests variances",3,3
"257","These 4 graphs are raw data (basic criteria). I would only include one to say “this is a typical myogram.” I would then collect the point relevant to your experiment (Threshold voltage) and present that in a graph.",3,3
"258","End with a concluding sentence summarizing your experiment/future directions",2,2
"259","You need a y-axis label in your figure.",3,3
"260","any time you have an average graphed, you will need standard deviation bars (The standard deviation error bar option on excel doesn’t work properly, take a look at the resource guide or email me to learn how to add it properly). As such, this graph should have 16 standard deviation bars total.",3,3
"261","Format: t-stat=_, d.f.=_, p=_",3,3
"262","There were not treatment frog legs. The same legs were used for both conditions, so write the report in correspondence with that",3,3
"263","incubation period",2,3
"264","Among other things",2,3
"265","Report means ± standard deviations, as I showed in class. Two sig figs is enough.",3,3
"266","Screenshot just the figure not the whole screen",3,3
"267","Reference Figure 1, that information is displayed in that figure.",3,3
"268","This is not a technical term. Try “twitching”",3,2
"269","Watch your significant digits.",3,3
"270","Focus on biological explanations, instead of just not having enough data",4,4
"271","What is the dilution?",3,3
"272","Missing outside sources (Basic Criteria)",1,1
"273","Include your stat result in parenthesis.",3,3
"274","This section should be much more concise. Instead of giving the anecdotes of each fish, just summarize the overall trends.",3,2
"275","Avoid starting sentences with “because”",2,2
"276","This statement looks like if you were testing the efficiency of the blocker. That was not the idea.",2,2
"277","Though your p-value is insignificant, you can still state general trends in your data. Just be sure to be clear that they are not supported statistically, just an observation that can be testing for significance in the future",3,1
"278","Be a bit more specific about how it will change? Increase? Decrease?",4,4
"279","This is a very low doses.",3,3
"280","correct format: t-stat=_, d.f.=_, P=_",3,3
"281","So, be clear that this transition is from blue to colorless.",3,2
"282","revise",2,2
"283","Whats the p-value",3,3
"284","Maybe make this more specific? (Hint: Your experiment is only 30 minutes long, right?)",2,2
"285","What is IBMX?",3,3
"286","You should also reference your figures.",3,3
"287","Ah, this is what I was looking for! Move this up.",2,3
"288","You should reorganize the figure so that treatments are next to one another to make comparisons easier.",3,3
"289","Also put units here",3,3
"290","Chemical signaling via Hormones in what? What organism?",2,3
"291","Citation?",3,3
"292","Significant?",3,3
"293","This is the kind of stuff I want to see in the methods!",2,2
"294","This is close to interpretation (you are still explaining why you think something happened, not just what you saw happen). I’m going to allow it this time because I know you worked very hard to not put any interpretation in these results, but it’s an important point for you to understand in the future.",1,4
"295","Don’t need chart title",3,3
"296","Missing y-axis. Is this the amplitude of the threshold or the amplitude of the contraction that was generated at the threshold?Specify the y-axis depending on that",3,3
"297","No, we can’t copy/paste our intro and use it for our methods.",2,2
"298","“one-way ANOVA with Tukey-Kramer post hoc test”",3,3
"299","Your introduction also needs a source of primary literature. This is a basic criteria so it is really important to have.",1,1
"300","This is a little repetitive.",2,2
"301","Good job giving citations about other studies (sex of audience, etc), but need some more info about why size would matter",4,4
"302","…because?",4,3
"303","Do you think this would have affected length differently than weight? Otherwise, this is  weak argument. The shade cloth did let some light through (about 25%).",4,4
"304","You mentioned this in results.",2,3
"305","No sentences for just the p-vale. Write the results similar to the example that we analyzed in the last lab.",3,2
"306","You should mention the major result from your experiment and the reason why you think that result occurred",4,4
"307","This needs to be at the end of your introduction",2,2
"308","At the end of the discussion indicate possible implications of your experiment at a broader scale",2,4
"309","Unnecessary",2,2
"310","I’d give a brief overview of how microtubules are formed, as it may make your rationale even more clear.",4,4
"311","Outside citation missing (Basic Criteria)",1,1
"312","Refer to figures. Include your t-test results to justify.",3,3
"313","You can summarize all of this to make it more concise. You need to state the averages and standard deviations of the groups. Also state the results of your statistical test",3,3
"314","This seems counter to what you thought?",4,2
"315","This is a good introduction, but I would try to reorganize your background information.",2,2
"316","Missing introduction informationMissing the hypothesis.Those are important components of the Abstract.",2,2
"317","An inverted phase",3,3
"318","How? Readers should understand why you make the prediction you do (and not the opposite, for example)",4,2
"319","“4-5 medium sized spinach leaves”",3,3
"320","Leave out these details for the methods section",2,2
"321","Ah, but is it a multicellular organism?",3,3
"322","You pack a lot of biological concepts into this sentence but I am not sure it makes sense. Has evolution been shaped by selection, or do you really mean that animal behavior and appearances have been shaped by selection? What kind of selection has been at play with the bettas, specifically?",2,4
"323","Repeating information. Both sentences are saying the same information.",2,2
"324","Data did not support alt hypoth and could not reject null.",3,3
"325","Paired t-test",3,3
"326","This is more of the same idea that there are different types of muscle and you mentioned that previously. (strong and easy fatigue…) You can keep this sentence if you prefer, and then delete the previous sentence. Just avoid repeating information, especially because this is not very relevant for your experiment.",2,2
"327","What were your analysis methods?",3,3
"328","What are your means +/-SDs?",3,3
"329","This section needs a lot of work and reads incomplete. If you have questions about what goes in the discussion, please let me know!",2,1
"330","This is not the format to report statistical outcome in the results. This should support the observed results.",3,3
"331","You can just use the first authors last name here",3,3
"332","Mention your specific incubation period",3,3
"333","What do your error bars represent? How many frogs were averaged for each value?",3,3
"334","Needs citation",3,3
"335","Combine the figures of twitch amplitude in one figure also.",3,3
"336","Need to state which statistical test you did",3,3
"337","This sounds more like a prediction, but it’s phrased as a result. Revise please!",2,2
"338","Be more specific about what ecdysone does",2,3
"339","While the lab manual is a source you should cite, it is not considered an outside source.",3,1
"340","Make sure to include the amount and concentration used.",3,3
"341","You do not need quotations, just paraphrase the passage. Also for the intext citation you need (author, Year published)",3,3
"342","Avoid the word “prove.” In sciences, there is always some uncertainty involved. Your data may always have come from a reason separate from your original hypothesis. As such, I would say “supported”",3,2
"343","How? Especially since you had contamination, you need to describe how you sterilized things.",3,3
"344","You fail to include means and standard deviations in your results section and misstate your hypothesis in your discussion section.",3,3
"345","P &gt; 0.05, so you can’t conclude significance",3,3
"346","After the incubation period",2,3
"347","Do not list the methods. They should be written with sentences that connect to create paragraphs.",3,2
"348","Your introduction needs primary literature from a scientific journal",1,2
"349","You can still include trends you see, but be sure to make it clear that this is only a trend that you’re seeing and not something you can be confident in stating given the data you have. Having an insignificant p-value means that your treatment groups are not different from one another – that the difference you are seeing is from chance, not because there was an effect from your treatment.",4,4
"350","This is nice to see, but is borderline raw data and shouldn’t be included in the report.",3,3
"351","Is this value significant or not significant?",3,3
"352","Revise this statement.",2,2
"353","Don’t state this",2,3
"354","Another potential reason could be error in isolating the chloroplasts from the leaves. Recall that you didn’t actually record the relative density of chloroplast this time. Going through that step to ensure your sample actually had a high density of chloroplast would be an effective way to ensuring that you had chloroplast in your treatment to begin with.",3,4
"355","You have your inference about the stats backwards. When p &gt; 0.05, this means that your difference just happened by chance (no effect of your treatment). When p&lt;0.05, this means that there was a signficiant effect of your treatment.",3,3
"356","You need to focus more on the biological explanation of your results i.e. mycorrhizae’s effect on roots. At least explain why you still think your hypothesis still to be valid despite your results. You also fail to explain why R:S length, but not mass was significant.",4,4
"357","Why? What role does light spectrum play in photosynthesis? Find some literature and support your claims! Also, filters exclude all light except their color",4,4
"358","Not necessary in the Abstract",2,2
"359","“involves” or “revolves around”",2,3
"360","Before analysis, how did you summarize your data.",3,3
"361","The first part of this sentence is inconsistent with your results. Also, you aren’t proving Azagard blocks ecdysone, you already know it does that",4,2
"362","Again, what kind of growth? Roots? Shoots?",3,3
"363","Instead of just listing sources of error, think of biological explanations. Maybe the roots got longer but less dense and less branched? That might explain your data",4,4
"364","Specify that this was in clear water. You may want to rephrase the next part – how did you collect data if you couldn’t see through the tank?What exactly did you analyze, was it the number of aggressive behaviors for each individual fish or the total number of behaviors for each interaction?",3,4
"365","What about the chlorophyll’s content?",3,2
"366","3",2,3
"367","Make sure you mention the alpha value",3,3
"368","You can add the p-value in to back up this statement more",3,3
"369","To record the myograms of the muscles contractions",3,3
"370","What groups were compared? What were your alpha and CI levels?",3,3
"371","This is almost an interpretation, which would belong in the discussion section",1,2
"372","Is predator prey behavior relevant to intraspecific aggression?",4,4
"373","Did you add the AzaMax only in two animals or in the 4 experimental individuals?",3,3
"374","I can’t replicate this…  Give me details!",3,3
"375","For your discussion, I would probably focus on 0.5V to 5V as after 5, the control seems to have just about hit its maximal contraction. Just make sure to include this reason for excluding the higher stimulus voltages and see what p value you obtain from that.",3,4
"376","This is untrue given your statistical results",3,3
"377","Table should be cited in your results section or somewhere as done for figures.",3,3
"378","known",2,3
"379","Outside sources missing (Basic Criteria)",1,1
"380","This section could be much more concise by just saying something like “xxx was not significantly different than yyy (p = 0.637, Figure 1)”",3,3
"381","Say a lot more about this. What soil substrates did you use, explain exactly what the control and experimental groups were.",3,3
"382","Eliminate is a strong word. Suggestions: prevent, inhibit…",2,2
"383","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,4
"384","revise",2,2
"385","Neither of these is primary literature. If you are confused about what primary literature is and isn’t, talk to me or email me.",3,2
"386","Then just mention since the beginning that you had 5 legs in this analysis.",3,3
"387","Did you add 10 drops per 40 g or 10 drops per 10g? Actually, I think you added 3 drops per 10 grams. Be careful with this. This is important because it will determine the doses.",3,4
"388","Which further tests? You don’t mention the Tukey Kramer in the methods section. And, it’s not possible to have significant differences between groups when you have no overall significant difference. So you should make a decision on how you want to interpret the p-value (it’s right on the edge of significant, at p=0.05) and then either say there was or was not a significant difference throughout the entire report.",3,1
"389","What is the main message with this idea? That information is already mentioned in the previous sentence.",2,2
"390","You need to elaborate on this point.",2,2
"391","Control animals",3,3
"392","And because you have a caption your figure does not need a title",3,3
"393","just present the data with the outlier removed since you already justified it in the method",3,3
"394","No need to say this. But do include p-values, general trends you might’ve seen, averages/percent changes.",3,3
"395","You need a little bit more on why you think you would get that result, what effect does JH have on weight, what is the correlation there? Explain that throughout the introduction",2,4
"396","remove (Protocol steps in list)",3,3
"397","Why did you infer that? You should be more explicit.",4,2
"398","Need some background info about why you chose to study shade. Perhaps about the real-world relevance, or just for the sake of understanding resource allocation",4,4
"399","Do not include in final",2,3
"400","I think you’re getting your anatomy a little mixed up here",3,2
"401","Missing rpm specification. Also, which machine did you use to centrifuge?",3,3
"402","No primary source in discussion – does not meet basic criteria. You should be comparing your results to the results of previously published studies on similar topics to put your findings in context.",1,1
"403","revise and cite at the end in parenthesis",2,2
"404","Hypothesis in the Abstract",2,2
"405","Where’s the t-test for the weight ratio?",3,3
"406","Which statistical test?",3,3
"407","absorbances",3,3
"408","It would be more informative to say something like, the differences in R:S ratios between the two groups were not enough to be significant. Something to consider – do you think a larger sample size might have helped you find significant results? Why/why not?",4,4
"409","Figure captions are not your results section. It is a separate section summarizing your results and statistics",3,3
"410","Use common names throughout after introducing in intro section [didn’t follow up]",3,2
"411","any time you have an average graphed, you will need standard deviation bars. As such, this graph should have 14 standard deviation bars total.",3,3
"412","You have good sources in your intro, but you need them in your discussion, too. Primary literature in intro AND discussion is a basic criterion. Since the rest of this paper is very good, I’m giving you a warning and a “needs major improvements” instead of a failing grade so that you can still improve for full credit on the revision.",1,1
"413","Need a little more info here. Some background info about why size may or may not affect aggressive display",4,4
