"","text","subject_label","subject_predicted"
"38","What empirical support do you have of this claim? Are closely related plants primarily enzyme limited?",4,4
"39","I missed this in your submission somehow, so am not taking off for it, but this reads a causative. It also borderlines interpretation, so make sure that in the future you report only results in the results section.",1,2
"40","Rather than a table, I would show this data in a graph as the reader would be less interested in the exact number vs the difference in growth. As such, I would recommend a bar graph showing the total average change in mass for the control and the experimental (along with standard deviation bars).",3,3
"41","You can cut this down a lot if you use the rule of thumb: If you don’t talk about it in your discussion, you don’t need it in your results.",2,2
"42","This should come at the end of the abstract when you are discussing your results",2,2
"43","This is not peculiar of the skeletal muscle. All the muscles types respond with a contraction.",3,4
"44","needs citation",3,3
"45","You don’t need to report the SD, it is shown in the figure. You do need to provide stats",3,3
"46","Outside sources missing (basic criteria)",1,1
"47","This is raw data",3,3
"48","They were around the 4th instar actually",3,3
"49","I would put this at the end and give more of a reason why this might be a more productive experiment.",4,2
"50","This was a solid discussion section, but you need to explain the relevance / importance of your study.",4,2
"51","Careful, this is different than change in weight",3,3
"52","Why did you get rid of the first t-test?",3,3
"53","I want more.  Connect that (more) biological background to why an alkaline pH specifically could disrupt photosynthesis, because I don’t think your hypothesis is quite supported yet. Otherwise, good intro!",4,4
"54","How much?",3,3
"55","Not true. Getting an insignificant p-value does NOT mean that you did the experiment wrong. If the p-value is very insignificant (0.9, for example), then there is simply no measurable effect from the treatment you used, but that is a result, not a sign that the experiment was wrong. If the p-value is close to significant (like yours), that means that while the results are not statistically significant, you did see a biologically significant result and your hypothesis might have been supported.",3,4
"56","Cite correctly. See resource guide.",3,3
"57","What do your error bars represent? Standard deviation or error? It should be standard error but be sure to include it in your figure legend",3,3
"58","Needs citation",3,3
"59","Do you think is necessary to explain this or is something you need to know to conduct the analysis?",3,3
"60","This should go in the results section",2,3
"61","Primary literature is needed in the discussion",1,2
"62","This discussion needs a lot of work, you don’t have primary literature",1,2
"63","What data? The sum of both fish in each trial, the individual fish scores, or something else? Be specific. How many tails does your paired test have?",3,3
"64","Per 10g?",3,3
"65","You can clean this up in the future",2,2
"66","These are not figure legends. You should explain here the displayed information. The captions should be self explanatory",3,3
"67","Good job giving citations about other studies (sex of audience, etc), but need some more info about why size would matter",4,4
"68","Language….",2,3
"69","These are contradictory. First you said that it decreased for all the three legs, and later you said in only two. Be precise",3,2
"70","Citation?",3,3
"71","revise",2,2
"72","what kind? Specify for each light.",3,3
"73","Citation formatting",3,3
"74","This section should be in paragraph form, not numbered.",2,2
"75","Just say since the beginning that five gastrocnemius muscles were used in this experiment",3,3
"76","2% water agar",3,3
"77","Start more broadly",2,2
"78","State the species and muscle you are working with",2,2
"79","You can omit this",2,2
"80","Once again, this could use a sentence about the Manduca life cycle, then about what ecdysone normally does",2,2
"81","Where’s the t-test for the weight ratio?",3,3
"82","If you combine these 3 figures, then you will only need one figure caption.",3,3
"83","What groups were compared?",3,3
"84","Use this as an example of a figure legend. In each figure you can average the information from the 3 frog legs, not just 1",3,3
"85","Remove this sentence because it is an interpretation.",1,2
"86","At 27C",3,3
"87","Both models were? Can you describe the models in more detail?",4,3
"88","add additional research and cellular mechanisms details",3,4
"89","You already did this experiment!",2,2
"90","Most of this section is still about energy use instead of the effects of size. Need to have some references about effects of opponent size, even if its from other fish species",2,4
"91","What about your specific hypothesis about glucose being a better chemoattractant than glycine?",4,2
"92","Absorbance of what? What’s being absorbed? (This needs more context.)",3,3
"93","How did you measure those phases in the myogram? Definition of each phase",3,3
"94","Roughyl 30~100µL",3,3
"95","Your error bars are not in the right places in that they don’t sit on the bar in the right spot.  Make sure you use custom error bars for your graph.",3,3
"96","What statistical test did you use",3,3
"97","How many tails?",3,3
"98","This was in your methods. Stop trying to write more!!1!",3,2
"99","Although I can’t say for certain without the raw data, I don’t think these error bars were formatted properly.",3,3
"100","You also tend to write really short sentences that makes your report read really choppy. Adding detail will help with this. So ask yourself “why” and “how” to help you out.",2,2
"101","So, what does this mean in terms of slime mold movement?",4,2
"102","Your stats were significant because 0.01 is less than 0.05.This is not qualitative data, its quantitative. The t-test doesn’t care what your hypothesis was, it only cared about the numbers you put into it.  Your data is significant that the contraction period shortened and the only manipulation was the injection of A23, thus its probably A23 that caused this.",3,3
"103","This would be a good spot to say at what voltage each leg was stimulated.",3,3
"104","Not necessarily. If you look on google scholar for some articles about lanthanum chloride, you’ll find there are a few legitimate reasons for why your results occurred. Always explore all the options before attributing your results to error!",4,4
"105","This is not primary literature – you must include a scientific journal article. Websites are not good sources. Also you cited this in the text three times in three different ways – be consistent.",3,1
"106","It would still be better to build these graphs with just 1 series instead of 2. No need for the legend since you have x axis labels",3,3
"107","Do not interpret data in the methods",1,3
"108","All the other background info here is true, but you need to have some more background info about salt specifically. How might it change resource allocation?",4,4
"109","Stats?",3,3
"110","While technically not raw data, this table is not important to include. You can just use the graphs below.",3,3
"111","Error bars don’t show how high the average is. They show how far away from the average the individual values are.",3,3
"112","Wrong citation format (see Resource Guide)",3,3
"113","There needs to be more here. What part of the photosynthetic process does temperature and herbicides effect?",3,4
"114","be more specific",2,2
"115","Two-sample",3,3
"116","That was just a hypothesis, so it was not meant to be in that way. You were testing the hypothesis, and the results showed something different.",3,4
"117","You need some background on the Manduca sexta and what ecdysone normally does in the body",2,2
"118","How did you find the threshold? Did you find it at 0 V or did you increase the voltage of stimulation? You actually mentioned this later, you could just incorporate this information here.",3,4
"119","You already said this, no need to say it again. Just jump right into the interpretation part.",2,2
"120","Give some indication of the results here",2,2
"121","This got cut off by the 200 word limit.  Next time copy paste it into the intro so it doesn’t get cut off and I can grade it.   (don’t worry about it)I was going to ask for a sentence about why you got these results but you were probably about to say that before being cut off.",2,2
"122","Your hypothesis needs to be put into context with previous research on this topic. Look for other studies that have tested effects of soil type or sand on plant resource allocation and incorporate them into the introduction.",4,4
"123","This should come after your background information, ideally",2,2
"124","Standard deviations!You always need to report the mean with the standard deviation.",3,3
"125","You should not have a title in the body of the figure. Your caption needs to have statistics and a description of error bars.",3,3
"126","Give the mL added to the food and the percent concentration",3,3
"127","Give a brief intro telling the audience what led you to want to study different CO2 levels",4,4
"128","That’s not really what standard deviation is",3,3
"129","The prerequisite of the hypothesis is the objective of your study.",4,2
"130","Which one is a t or p-value?",3,3
"131","This table and figure 4 are repeating informationReport mean and SD togetherunits",3,3
"132","It’s recommended that you use scientific articles (from scientific journals) as your sources. If websites are used, it’s recommended you only use .gov or .edu websites.",2,2
"133","Try and add one sentence about Manduca life cycle",2,2
"134","I don’t think this is the word you meant",2,2
"135","Put this into mL",3,3
"136","Good thinking, but you can’t deduce this from the experiment you did.",3,4
"137","This p-value indication should have gone to results section first",3,3
"138","You shouldn’t have gotten rid of the whole citation though",3,3
"139","Hypothesis are proven neither correct nor incorrect. The data support or make you reject the hypothesis, but that does not mean it was correct or incorrect.",2,3
"140","Citation?",3,3
"141","Don’t mention your hypothesis in the results section",1,2
"142","Also, the graph does not need a title, but should have a better legend. Have the box say “individual number”",3,3
"143","Instead of they use “Matveeva et al. found that. Notice that you incorrectly put et al format. The period goes after “al”, not after “et”",3,3
"144","Not quite sure about this suggestion. The animal is sensitive to the JH levels during its entire life.",3,3
"145","You reported the means and standard deviations correctly in your original version, and now I see they have been removed here. Those should be included. You did report the results of the t-test correctly, so next time make sure you include all of the necessary information and you will have a great results section",3,3
"146","Be careful with this wording—we don’t want to imply that Physarum has a nervous system.",2,2
"147","Is that the extent of your statistical analysis? What about a Tukey-Kramer?",3,3
"148","Why use Physarum?",3,3
"149","remove (Protocol steps in list)",3,3
"150","Still have this backwards. Think of “p value” was being “the probability that a difference is just due to chance”. It’s a number 0-1. Since you p value is big, that means that theres a large probability that your difference is just due to chance. In other words, big p value = no effect of your treatment",3,4
"151","So, did you differentiate between distance traveled to glucose vs. glycine? How so?",3,3
"152","Ah, so it didn’t move directly towards the Physarum. Here it’s important to make that distinction in how you took measurements in your methods section. Did you go based on leading edge? If so, this data point would probably be inconclusive in the results section. Did you go based on a central axis upon which you took measurements? Instead, that’d be different.",3,4
"153","You can save this for the results section",2,2
"154","To record the myograms of the muscles contractions",3,3
"155","Any numbers need to have units",3,3
"156","If consecutive sentences use the same citation, you can just cite it at the end of the last sentence.",3,3
"157","Analyze by treatment vs control means.",3,3
"158","Can you be more specific? Mention the physiological process of interest in this experiment.",2,2
"159","It also appears that the average amplitude for your control groups were very similar while your experimental groups were vastly different from each other (according to your error bars). Do you think this many have played a role in ultimately leading to non-significant results?",4,3
"160","Describe the general trends and features of the data, then refer to a specific figure or table that contains summarized numerical results to support that statement",3,3
"161","informal",2,2
"162","did you use averages from each pot?",3,3
"163","You won’t need to create a justification for your statistical test",3,3
"164","What about mung bean plants makes them a good plant for this experiment? Is there a bigger concept here that mung beans help you explore?",3,4
"165","I’m pretty sure it was 1:1250",3,3
"166","Add sample size of the groups, and averages +/- sd into this caption",3,3
"167","Save this for the methods section",2,2
"168","You don’t need a citation in the middle of the sentence",3,3
"169","How does methoprene inhibit the growth?",3,3
"170","reorganize this",2,2
"171","Yes, but here you want to really emphasize the specific effects it should have on growth because that’s what you’re basing your hypothesis on.",4,4
"172","The hypotheses was that…",2,2
"173","I know the resource guide asks you to state dependent/independent variables, but as long as what you are treating the caterpillars with is in there, the variables are implied and you don’t have to include a sentence like this if you don’t want to, especially in the intro.",3,2
"174","Procedural error could be one reason. Maybe the chloroplasts were not successfully isolated. Recall that you did not actually look through the microscope and calculated relative chloroplast density this time. It could be error at maintaining the temp during the experiments. Explore possible reasons!",4,4
"175","The exploration was a different experiment. This is an experiment you designed for a specific objective",3,2
"176","Keep in mind that the myogram is just how you measure this. What are you actually affecting with the potassium blocker?",3,4
"177","There are other steps in between of Na+ influx and muscle contraction.",3,3
"178","When you say force of contraction, do you mean contraction amplitude? Because Force is in Newtons, and amplitude is in Volts, so they are different things",3,3
"179","Still no et al",3,3
"180","Aha, there’s your deep thinking!",4,2
"181","Normally, you want to avoid direct quotations in your report and simply paraphrase anything over 2-3 words long. However, since this is a statement of a specific principle, you may leave it in as is if there is no good way to paraphrase it.",2,2
"182","You don’t need this. Instead, use this space to explain more about resource allocation (expand on opening sentence) and explain what R:S ratios are and why they are useful for this type of research.",2,4
"183","It should have been 10 grams each",3,3
"184","Revise to improve",2,2
"185","Add a sentence about why this research matters.",2,2
"186","Check that unit",3,3
"187","These are results. This is a serious organization issue and an automatic failing grade",1,2
"188","What about DCPIP? What are your (in)dependent variables?",3,3
"189","This is repetitive.",2,2
"190","This is confusing. Just state how long the whole life cycle is and then how long it takes to go through the instars",2,2
"191","can you be more precise. Amplitude of what",3,3
"192","Informal/colloquial term. Use your best judgement to locate all other informal terms in your report and revise.",2,2
"193","Why just one standard deviation?",3,3
"194","I would try to include 1 or 2 lines about what sodium normally does in muscle contraction.",4,2
"195","Don’t attribute your results to error",4,3
"196","Put this in terms of R:S ratio differences between the two groups. All this tells me right now is that you predict the R:S ratio for shade plants will be &lt; 1, which is not what you tested. Once you have rephrased your hypothesis, make sure you also correct this in the discussion.",4,4
"197","Instead of reporting avg values, you should have made comparison between these groups.",3,3
"198","Keep in mind that A23187 also targets IP3",3,2
"199","Why is this kind of study important to look at, what can be done in the broader context of science to merit these kinds of experiments?  Aka why care?",4,4
"200","Remember Precor is the brand, methoprene is the chemical in precor",3,3
"201","Make sure you put colons : between the author’s name and the year",3,3
"202","I think you copied down the same stats twice",3,3
"203","Did you just record the data from one fish, or both?",3,3
"204","+/- SD?",3,3
"205","Good intro. Could use more details on your experimental subject, Rana pipiens (why choose it, for example)",3,2
"206","Report the standard deviations as well",3,3
"207","I would try to include more about the results from this study rather than just saying “Here’s this other study that used a different organism.",3,3
"208","Report whether there was a significant difference and the statistical values",3,3
"209","Your standard deviation bars are incorrect, fix them so they work with your graph",3,3
"210","Future implications about human cell speculations as indicated in Discussion should have been reflected here as a concluding remark.",4,2
"211","Need a little more detail in the figure captions",3,3
"212","You provided a lot of really good info, but I feel like I’m going back and forth reading some of it. Try to make more clear the info leading up to your hypothesis.",4,4
"213","“confidence interval” has a very specific statistical meaning, so make sure you are using it correctly or come up with another way to phrase this.",2,3
"214","Be careful with your language. Adaptations and phenotypic plasticity are not the same concept.",4,2
"215","You have 200 words for the abstract, try to use them. Check your primary literature for what they put into an abstract",2,2
"216","Alpha level?",3,3
"217","put the formula for this somewhere",3,3
"218","This is not primary peer-reviewed literature",3,3
"219","unnecessary",2,2
"220","For which groups did these things occur?  Do you mean this happened to all the pillars?",3,3
"221","Title needs some work, make it concise",2,2
"222","This would be testing something that isn’t hormones. Do you have any ideas for improving the current study regarding hormones and more specifically JH analogues?",4,4
"223","You don’t need to go into methods as much in figure captions",3,3
"224","Citation for this is [Johnson: 2018], but this is not a primary literature source and cannot be your only citation in the intro.",3,3
"225","This seems more like intro material.",3,2
"226","This is not right. The muscle was connected to a force transducer and that measured the contraction.",3,3
"227","This is a stretch. You need more relevant primary literature (or need to explain it better).",4,2
"228","The contractile muscle response to the sciatic nerve stimulation.",3,3
"229","Why do weight lifters not experience chemically induced tetany?",4,3
"230","The details of the used equipment and software are not necessary in the Abstract. That is required in the methods. Rewrite this sentence without mentioning that, just summarizing the main idea of the experiment.",2,2
"231","“In low” would be better",2,2
"232","P not Pi",3,3
"233","Either exclude this or say “looking at the data”, you shouldn’t mention raw data in your lab report",3,3
"234","The wording here doesn’t line up with your hypothesis. If kale is resistant, implying total ineffectivity of atrazine on kale, then why would you hypothesize reduction of photosynthetic activity in kale?",4,2
"235","No, K+ ions leave the cell and this causes the repolarization.",3,2
"236","Also, maybe it did grow toward food at the beginning but changed direction later.. the traces could actually be revealed against a light source..",3,4
"237","This discussion needs to be longer",2,2
"238","Just say our results",2,3
"239","Huh? And what were your mean +/- SD distances?",3,3
"240","Which one? (Abstract wording)",2,2
"241","Refer to relevant table in parenthesis.",3,3
"242","Try to use more parentheticals e.g. (t = , p = , df = ) etc.",3,2
"243","Citation formatting",3,3
"244","Which nerve?",3,3
"245","If you don’t talk about rejecting the null as a counterpoint, you can just call this “the hypothesis”",2,2
"246","This wording is confusing; it makes it sound as if the full light treatment will have a smaller R:S than the shade treatment.",2,2
"247","Be more careful about how the image looks, so by still having the “percent change” selected and “plot” still in the image, it doesn’t look cleaned up. They’re small but easy fixes",3,4
"248","I would move this to the methods section",2,2
"249","You need statistics and description of error bars in your caption. There should not be a title in the body of the figure.",3,3
"250","You can summarize all of this to make it more concise. You need to state the averages and standard deviations of the groups. Also state the results of your statistical test",3,3
"251","condense and focus",2,2
"252","Revise to improve",2,2
"253","Not a peer reviewed/primary source",3,3
"254","You should mention the figures in this section",3,3
"255","What led you to question this? Aka what background info did you find that contributes to your experiment idea?",4,4
"256","are",2,3
"257","Citation formatting",3,3
"258","This is not actually the correct citation format. I understand that it was in the annotation exercise, but the format your resource guide (p42) asks for is [Author: Year].",3,3
"259","this reads like an instruction not a statement in the method",2,2
"260","It is",2,3
"261","As I mentioned in Submission Review: This implies that if you put Physarum in 2% water agar medium with an external stimuli (food) it would NOT grow. Is that what you observed in your previous week’s experiment?",4,4
"262","Informal. Revise to make it formal. Use your best judgement to locate other informal/colloquial terms/texts/formats used elsewhere in the report and revise accordingly.",2,2
"263","You don’t need to include the t-test information in this table, and you don’t need a table that shows the same thing as your figure does. Choose either a table or a figure (figures are generally better) to present these data.",3,3
"264","Still days",3,3
"265","How many tails did your t-test have?",3,3
"266","Do not use a table to report only the statistical outcome.",3,3
"267","Statistical testing?",3,3
"268","In the results, you don’t interpret the results, so you don’t include statements like that one concluding if the hypothesis was supported or not.",2,2
"269","These can all be condensed into one sentence",2,2
"270","What was the name of your blocker?",3,3
"271","You need to start more boradly",2,2
"272","In the discussion section, focus on mechanisms like this, about why your treatment had an effect",2,2
"273","I don’t think your group looked at cortisol effects",3,3
"274","What muscle?",3,3
"275","Methods should be in past tense",2,2
"276","Good spot to include what you had in the abstract",2,2
"277","Strive to use a more scientific tone",2,2
"278","I’m not clear on what you compared here for insignificant results.",3,3
"279","Future implication at a broader scale not reflected",4,2
"280","Do not mention the null hypothesis (or any hypothesis) in the results! I have gone over this repeatedly in class. I warned you in your last lab report that including this would cause the lab report to fail.",1,1
"281","How do you know this? What is DCPIP and how does it work?",3,2
"282","Citation formatting. Missing the journal volume and pages number.",3,3
"283","Where is the other end of the bracket?",3,2
"284","Missing outside sources",1,3
"285","Ok, so a few things. 1) You pretty much only use the p-value to say if two things are statistically significantly different from each other, not the t-value, though you still have to report it anyway.",3,3
"286","Make sure to include which statistical test was used.",3,3
"287","You don’t need this or the next figures, which are your raw data.",3,3
"288","In what conditions",3,3
"289","1",2,3
"290","Why do you think your results may have been different from what you had expected and what would you recommend changing in future experiments?",4,4
"291","Not necessary because you already mention the gastrocnemius muscle, and that is in the leg",3,3
"292","It was hypothesized…",2,3
"293","Introduce the full form of PDA",2,2
"294","In the future include the results of your stats in the figure caption",3,3
"295","Is that what you did?",3,3
"296","Hypothesis comes before methods",2,2
"297","You need few sentences for background to give room for other important information",2,2
"298","unclear",2,2
"299","You don’t need to repeat all this again. You can just say that the same stimulation procedure was applied after injection to determine the new threshold.",3,3
"300","Interpret the results you got, don’t just give me a long list of errors. So what does it mean if there was not a significant difference in aggressive behaviors in clear vs. murky water? What does it say about selection/evolution of these fish? Think more deeply about your results.",4,4
"301","Compared to what?",3,3
"302","This caption for Figure 3 needs the title of the figure, description of what it shows (if not in the title) and explanation of what the error bars represent. Figure 2 also needs a title if you include it.",3,3
"303","I’m confused by these numbers, if you just are talking about one leg at a time how is there an average and standard dev",3,3
"304","If you start a sentence with a number you should spell it out instead of using the numeral (2 pots were placed = Two pots were placed…)",2,2
"305","Confusing. Revise.",2,2
"306","You can state this as a general trend, but you can’t say this for sure since your results were insignificant",3,3
"307","You need to start more broadly. What are the underlying biological concepts",2,2
"308","Don’t need this, just write a sentence or two in your results section.",2,2
"309","These should go in the results section",3,3
"310","That’s way too low! 0.05 is your threshold/critical value.",3,3
"311","It didn’t based on your p-value though",3,3
"312","Just say marginal",2,3
"313","Did you proofread this?",2,2
"314","not in the correct format (Results)",3,3
"315","Are these averaged values? Where are the SD?",3,3
"316","What were your statistical test?",3,3
"317","This citation only is not enough. You need another citation, not only the lab manual.",3,3
"318","Not necessary",2,2
"319","Do muscles contractions propagate? Is relaxation mediated by the release of Ca++?",4,2
"320","Again, activator of what? With this, it sounds like you’re saying it activates Physaurm itself.",2,2
"321","No need to discuss sources of error unless you have evidence that it actually affected your results",4,4
"322","No need for quotations, just paraphrase what Wilson said.",2,2
"323","Focus less on habituation, and more on biological mechanisms…like maybe aggression is based on size moreso than color of opponents?",4,4
"324","Citation format: [Johnson: 2018]",3,3
"325","No-significant",3,3
"326","Didn’t you say the –value was 0.256 in the results section?",3,3
"327","This sentence is unnecessary. You can just start with the background on nerves.",2,2
"328","How did you analyze your data? Statistical tests?",3,3
"329","for what purpose? To quantify photosynthesis activity",3,3
"330","How much will you inject?",3,3
"331","Agar and Water amounts remain constant throughout control and test plates",3,3
"332","Can you expand on this a bit? Make the definitions of plasticity and resource allocation really clear for a reader. Good job of integrating a relevant source to support your hypothesis.",2,4
"333","What’d you do with the centrifuged solution? Why’d you use the pellet?",3,3
"334","The metamorphosis is more related to the transition from the larval phase to an adult phase through the pupa stage.",3,2
"335","check your lab manual on sakai to find info on concentration.",3,3
"336","This is the explanation of the result",4,3
"337","How so? In which processes are light energy involved? Be specific.",3,2
"338","Can you clarify this sentence a bit? I am not sure I understand what you are trying to say.",2,2
"339","Complete sentences",2,2
"340","This is a little confusing. Try to break this up into smaller chucks when explaining",2,2
"341","Don’t attribute results that don’t support your hypothesis solely to errors in the experiment",4,4
"342","The title should give an idea about the experimentMention the used chemical and the studied physiological process",2,2
"343","It may still be true; they may just have a lower tolerance for stressors.",4,2
"344","At what temp?",3,3
"345","paraphrase in your own words",2,2
"346","Because you stated this in your results you don’t need a whole figure restating it",3,3
"347","Revise this statement to make it clearer.",2,2
"348","Each frog leg is a replicate so the means should be used for control and treatment",3,3
"349","You need to mention weight in this because that is what you measured and proved to be significantly different",3,3
"350","High elevation does not necessarily mean that it’s allocating resources differently. Using its widespread range is a better representation of plasticity.",4,4
"351","Maybe present this information first? Then your hypothesis will make sense.",2,4
"352","You only need to state the alternative hypothesis.  This is accomplished in the sentence that follows this comment.",4,2
"353","Citation format is [last name : year]",3,3
"354","it was the same leg in both conditions",3,3
"355","Try to include your hypothesis as well as a sentence or 2 about calcium’s role in normal muscle contraction.",2,2
"356","I…didn’t catch this last time either, but for the next report, be sure to break down your data analysis more. So, collected absorbances, then calculated percent change, and then compared the mean percent changes for each cohort statistically.",3,3
"357","Not needed control implies that nothing is treated in the medium",3,3
"358","Your introduction needs a source from primary literature",1,2
"359","Your hypothesis cannot be supported for some treatment organisms, it’s an all or nothing situation. You can state that the trend of these two caterpillars is more in line with what you predicted however",4,4
"360","Your explanation of plant allocation was not specific enough and you provided a lot of extraneous information.",2,4
"361","I would try to also include the number of pulses and the width used (The width is how long each pulse lasted).",3,3
"362","Needs citation",3,3
"363","Was that significant?",3,3
"364","I would try to include a sentence of 2 discussing the normal role of sodium in muscle contraction.",2,4
"365","More methods section material.",2,2
"366","This should be a lowercase p",3,3
"367","Like we discussed in class, you need primary literature in your intro",1,2
"368","Length?",3,3
"369","About 50µL",3,3
"370","Save these details for the methods",2,2
"371","Refer to figures. Include your t-test results to justify.",3,3
"372","You didn’t use the stock provided in a previous experiment. You used the stock that was prepared prior to the start of the experiment.",3,3
"373","Need to specify that you measured xxx plants per pot, and used the pot averages in statistics",3,3
"374","Report your t-stat, d.f. and p values in parenthesis",3,3
"375","Use numbers with units. Ex: 9 g",3,3
"376","For all your statements, you can refer to a specific figure which you provided at the end of the statement in a parenthesis. For example, the chloroplast in light at 0 degrees treatment had a higher percent change (54.7%) than chloroplast in light at 20 degrees, i.e. 33% (Figure x).Also, include t-test results with p-values",3,3
"377","You need to run a paired t-test",3,3
"378","Statistical testing?",3,3
"379","What is this? That is raw data from your lab notebook. Do not include that in the lab report.Figures and tables with summarized data.",3,3
"380","I would say “support” there’s always some level of uncertainty involved in science (for example, p=.04 would still mean there’s a 4% chance it was due to chance). As such, we generally avoid certain words in sciences such as “prove” or “correct.”",2,2
"381","I would make this two sentences so it’s a little clearer that the last part is your hypothesis",2,2
"382","What did this study do? What did they find?",4,2
"383","This would make sense if your hypothesis HAD been supported. What do you make of the fact that there was no significant difference, though? You get to it in the following sentences, but your discussion should make logical sense and not contradict itself. The source you cite looks like it should have some good information in it that will help you build your argument; you can even compare what you found to the results of that study.",4,4
"384","Careful of getting too redundant in your discussion, try to talk about the biology behind whats happening and why you may or may not be seeing the changes.",2,4
"385","This isn’t for plagiarizing. You do however just need to write a lot more than you did. Refer to the Biocore Resource Guide to see what is expected of each section and/or come talk to me about how you can improve. Don’t panic, we’ll fix this.",2,1
"386","Make sure all of your background information is relevant to your experiment",4,2
"387","~400µL",3,3
"388","You didn’t use a myogram. The contraction was represented as a myogram.",3,3
"389","Which one? Did you also use a post hoc test? If so, which one?",3,3
"390","This has no context. Really, pretend I have no idea what you’ve done in lab, then write!",2,2
"391","There are no statistics here",3,3
"392","27C (This is above room temperature)",3,3
"393","In red mane",2,3
"394","Make sure you include the alpha value (0.05)",3,3
"395","State whether your hypothesis was supported/rejected first, and then you can go into the reasoning behind why you came up with your hypothesis",4,2
"396","Turn this into a percent rather than a ratio and it’ll shorten the sentence a lot (x% Azamax)",3,2
"397","+/-? Report means +/- SDs before your stats.",3,3
"398","This and Figure 4 are unnecessary if you include the values in the Results paragraph (as you did)",3,3
"399","Which variables? You also need to start broader!",3,2
"400","Missing statistical analysis",3,3
"401","Need to include a sentence about what a calcium channel activator should do to the leg.  A sentence about the results you got.",2,4
"402","supported (copy correction)",2,2
"403","Do not use quotes in scientific writing",2,2
"404","What was your point with this statement?",3,2
"405","Still not sure this is an accurate way to describe what you were measuring",3,3
"406","Two sample t-test",3,3
"407","Great Leaks Manduca (GLM) diet",3,2
"408","Standard deviation, right? standard error is different.I’m confused about what this graph is showing, it doesn’t match what you told me in the methods. How did you get multiple scores in each type of water for each fish? Please clarify, or include a different graph if this doesn’t accurately display what you did.",3,3
"409","This is a confusing sentence.",2,2
"410","You already did this experiment, so past-passive!",2,2
"411","What statistical testing did you use?",3,3
"412","informal",2,2
"413","How much caffeine? At what concentration?",3,3
"414","Highlight from this segment should reflect in Abstract. Since your entire Abstract didn’t come through, I can’t tell if you have done it or not.",2,2
"415","“Entirely supported”",3,3
"416","Don’t state the title of the paper, just summarize what they did and what they found",2,2
"417","This is already implicit when you said that they were significant different.",4,3
"418","Citation?",3,3
"419","Write your statistical results here and state whether your p-value is significant or not",3,3
"420","Paired t-test",3,3
"421","This belongs in methods",2,2
