"","text","subject_label","subject_predicted"
"42","This can be consolidate with the comment above. You would say that the results support the hypothesis, and then state the p-values.  You would then include a sentence about the biological reason why you got the results and why adding JH would have had this effect.",2,4
"43","This is methods so you don’t need it in figure caption, consult the core resource guide and primary literature to see how their figure captions look.",3,3
"44","Caterpillar",3,3
"45","Mention your p-value, and then add a concluding sentence",2,2
"46","2 sig figs is enough!",3,3
"47","How did you treat them (methods)?",3,2
"48","This was your prediction, then you should mention it like that. Instead I would mention the effect of caffeine in the relaxation process of the muscle and then state your prediction.",2,4
"49","They were not different groups. The same animals were control and experimental conditions. Write this according to that.",3,3
"50","Check your x-axis",3,3
"51","I think you copied down the same stats twice",3,3
"52","Title should VERY briefly state the main takeaway of your experiment",2,2
"53","provide molarity",3,3
"54","Stats?",3,3
"55","True, but why do we need to understand intraspecific aggression in the first place? What are its costs and benefits?",4,4
"56","Keep in mind that A23187 also targets IP3",3,2
"57","See p. 42 of the BioCore Resource Guide for the citation format we are using. (It is not the same as the one in the annotation exercise.)",3,3
"58","Another potential reason could be error in isolating the chloroplasts from the leaves. Recall that you didn’t actually record the relative density of chloroplast this time. Going through that step to ensure your sample actually had a high density of chloroplast would be an effective way to ensuring that you had chloroplast in your treatment to begin with.",3,4
"59","What statistical test did you run?",3,3
"60","This is not an explanation of the results",3,3
"61","[Johnson:2018], make sure to state this at the end of every sentence that you use information from it",3,2
"62","Have to have references in the discussion section. Compare to other studies, to support why your data did or didn’t match your predictions",1,4
"63","Specify that this was for stimulation",3,3
"64","I would just state that the IGR you used was Martin’s IGR, which mimics JH functions in the body",3,3
"65","I’d nix this and let the means speak for themselves.",3,3
"66","I would include a little bit more background on the Manduca life cycle here",2,2
"67","These are raw data.",3,3
"68","Why is this significant if the p-value = 0.44? That is greater than 0.05, the cut-off level for significance, so the difference between groups were by chance.",3,3
"69","Keep this thought going. Where would varying degrees of CO2 come from?",4,2
"70","What means?  Mean of weight? Length?",3,3
"71","The goal is not to prove the effectiveness, but to compare effect on control and treatment.",3,3
"72","This is good for an intro, but it is too general for the Abstract. This section is the summary of the paper, so only include very concise information, relevant for the experiment.",2,2
"73","This belongs in methods",2,2
"74","[Grunert: 2015]",3,3
"75","All your numbers should have units",3,3
"76","Don’t forget to label your axis here as well",3,3
"77","Roughly 70µL",3,3
"78","Compare your results to other studies",4,3
"79","This sentence does not make sense",2,2
"80","What about statistics? How did you calculate R:S",3,3
"81","You said that you expect similar results, but you didn’t explain their results. I would recommend you to actually mention what would you expect, instead of saying similar results.",4,4
"82","“like” is an informal term, consider “such as” instead. Use your best judgement to locate informal/colloquial terms in the rest of the report and revise.",2,2
"83","Hypotheses are never “incorrect” but rather, are or are not supported by your data",2,2
"84","Remember to put the title of the graph immediately after the figure number (even if it is also on the graph itself)",3,3
"85","Too many digits",3,3
"86","Also, add a concluding sentence",2,2
"87","So, higher concentration of saline  less photosynthesis than the lower concentration?",3,3
"88","You could mention this different. The data is showing a tendency, however you didn’t get conclusive statistic results to support the hypothesis.",3,3
"89","Commented above.What specific data (the values you put in) is not significant?  You said it had tetany every time, that should be significant so what ever data you put into the t-test wasn’t (tetany vs not tetany).  Let me know if you are confused.",3,3
"90","Need to show the data and give the p value for both dependent variables you discuss",3,3
"91","mM",3,3
"92","Revise this statement to make it clearer.",2,2
"93","How is this supporting your previous statement? That is not clear",4,2
"94","Ah, but it is unicellular! (Isn’t Physarum so cool?!)",4,3
"95","Avoid stating stat results in abstract. Alternatively, you can say that your herbicide did not significantly decrease photosynthesis which was supported by your t-test analysis.",2,2
"96","This is not a very scientific way of phrasing this",2,2
"97","Repetitive",2,2
"98","You can combine these into one sentence, 2.75 +/- 0.72g",3,2
"99","This is not a significant p value. Also just say that there was a significant difference between groups (t = , df = , p = )",1,3
"100","The maximum voltage? Are you sure?",3,3
"101","Not exactly, a p-value below 0.05 would indicate the means of the two groups are significantly different.",3,3
"102","Your citations should support your findings in that it should explain why your results were surprising/not surprising.",2,3
"103","You might want to move this earlier in the abstract (think about organizing your abstract like a condensed version of your paper).",2,2
"104","How? By repolarizing the membrane.",3,3
"105","This is not the title of a lab report. That is the title of the unit. The title should give information about the experiment that you did.",3,2
"106","This is awkward.",2,3
"107","Interspecific refers to reactions between animals of different species. You don’t need the sentence about quantification",3,2
"108","Try to get more specific about mL amounts, same for treatment and include dilution/concentration",3,3
"109","You background information on the subject needs to be more prevalent here. Talk about nerves and muscles more generally and the frog.",2,2
"110","This difference was not significant (t-Test, p-value = 0.183)",3,3
"111","This is a replicate. It cannot have a separate p-value.",3,3
"112","This can be alleviated to a degree with a larger sample size. As such, I think it would be worth mentioning a larger sample size as a possible improvement.",4,4
"113","I would try to show this as a bar graph with standard deviation error bars",3,3
"114","Revise this statement and focus on the part that you used Hill reaction assay, which was an important aspect from your methods section.",3,3
"115","many grammar mistakes/ tense errors/ and typosneed to reference more past literature and include citationsexpand errors/future research",2,2
"116","Procedural error could be one reason. Maybe the chloroplasts were not successfully isolated. Recall that you did not actually look through the microscope and calculated relative chloroplast density this time. It could be error at maintaining the temp during the experiments. Explore possible reasons!",4,4
"117","This abstract needs to be reformatted a little bit. Think two sentences for your intro, your hypothesis, one sentence for methods, two for results, and a short concluding sentence",2,2
"118","I didn’t catch this before, but we can never prove things in science.",2,2
"119","They were not different specimens, they were the same before and after injection. Focus better on what you predicted it will happen after the injection.",3,4
"120","Also, I believe this discussion needs to change a bit since you were inhibiting E20, not increasing it.",4,3
"121","Instead of thinking that three replicates were too small, think about the procedure of isolating the chloroplast. Maybe there weren’t enough chloroplast in the samples because they weren’t isolated properly. You mentioned about it in later sentences. Three replicates is a standard sample size so I wouldn’t say that it is too small.",4,4
"122","Be sure to proofread before submitting for small mistakes like these throughout your report",2,2
"123","This discussion is a little hard to follow, you need to connect these studies back to your own and explain why you think you did not see the expected result (in terms of biological and chemical reasons)",4,4
"124","Please no URLs",3,3
"125","Based on what you currently have, make sure to say whether your hypothesis was or wasn’t supported (I understand that it’s glaringly obvious that there was little difference in threshold voltage but I would still add in a p-value). Afterwards, you can discuss why the data may not properly reflect the role of potassium channel blockers and how it can be improved.",4,4
"126","Unnecessary detail that could have been included under the caption of reagent table instead, or, if decided to include in this section, could have been summarized better",3,3
"127","This table is not necessary",3,3
"128","Year?",3,3
"129","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,4
"130","Run on",2,3
"131","This should only be in your methods section. You can write that the weights will be measured but that’s it",3,3
"132","Need s.d.’s",3,3
"133","Indicate your critical value for p to determine significance",3,3
"134","You don’t need so much detail in the methods of your abstract. You only need to say that you grew plants in light and dark environments and measured their R:S",2,2
"135","Source?",3,3
"136","Include in the method section then delete this figure",3,3
"137","The corpus cardiacum is a neurohemal organ, so it doesn’t secrete hormones. The brain hormone, according to its name, is produced in the brain by neurosecretory cells.",3,3
"138","This abstract needs a little work. Think two sentences of intro, hypothesis, one sentence for methods, two for results, and one short concluding sentence.",2,2
"139","Non-significant.",2,2
"140","you didn’t mention anything about your inhibitor neomycin. You need to provide this info justified by primary lit",4,2
"141","Make sure to include what statistical test you used.",3,3
"142","The standard deviation bars for this graph was not formatted properly and seems to have been made by excel’s default standard deviation error bars (They don’t work). If you need help with putting standard deviation bars, you can either email me to meet or take a look at the resource guide for instructions.",3,3
"143","You say the experiment is important for understanding links between behavior and fitness, yet the example you give here doesn’t say anything about fitness. Can you be more specific? Are you saying that bettas in murky water might be more fit than their clear water counterparts? Or that the decreased aggression might lead to higher fitness? Please expand.",4,4
"144","This is a little bit informal. Try something like, “We began by planting ## buckwheat seeds, which grew in the greenhouse for 14 days.” Then you can include the supporting details.",2,2
"145","Explain what the error bars represent in your figure caption/legend, not here.",3,3
"146","Make it clear that your leg was suspended from the force transducer (this is how you measured twitches)",3,3
"147","you don’t have to mention it",2,3
"148","Yes! This is what should go in the methods.",2,3
"149","Making them weigh less compared to what?",3,3
"150","Colloquial",2,2
"151","Which are specifically called…?",3,3
"152","same here do not instruct just tell what you did (Methods text)",3,3
"153","Do not reference figures nor tables in the Abstract.",2,3
"154","Does the venom block potassium channels? I’m confused about how this is related?",4,4
"155","I think you are talking about twitch threshold? I would call it such throughout your paper so it makes more sense",3,2
"156","Don’t state this until the discussion",1,2
"157","Make sure to also include concentration",3,3
"158","No need for figure title",3,3
"159","Start broad",2,2
"160","You only need to report the p-value for the ANOVA, and you only need to report it once. Say something like, “There was a significant difference in red mane response time among the three groups (p=), and the Tukey Kramer test shows that X and Y groups and Y and Z groups were significantly different from each other.",3,3
"161","Colloquial language",2,2
"162","Nice using primary literature but make sure it is obvious what the connection between it and your experiment is",4,4
"163","No URLs for peer reviewed articles.",3,3
"164","The p-value is the probability that the given results are due to chance",3,3
"165","Wouldn’t the threshold then be higher? Which would support your hypothesis?",4,3
"166","The mimic or what?",3,3
"167","Are these error bars fitted to each group?",3,3
"168","3) don’t state if your hypothesis is supported or rejected in this section, that only goes in your discussion",1,2
"169","Third, reiterate your statistical results in the figure caption.",3,3
"170","At what temp?",3,3
"171","What groups were compared?",3,3
"172","Delete gridlines",3,3
"173","…because you said this.",2,2
"174","“Herbicide treatment” or when treated with herbicide. Go through results and discussion sections to make necessary editing in order to convey the message in a much clearer way.",2,2
"175","Citation format is [last name : year]",3,3
"176","Use the Author",3,3
"177","It is recommended to write in an impersonal format. Avoid using the first person of the singular or plural.",2,2
"178","Okay great, restate your findings to orient the reader and make the rest of your discussion flow much better. You don’t need to include the next few sentences (crossed out here), as you already said those things in the methods. You spend a lot of time discussing the Shulman study, and it’s a good one to support your findings, but do a bit more interpretation of your own data. Why might the fish be using the shelter and avoiding aggressive conflict, what benefits does that bring to the fish? Think about it in terms of fitness and evolution.",4,4
"179","Better figures",3,3
"180","Lower case p",2,2
"181","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"182","How did you average the coloration? That was not a quantitative variable, so you cannot average it.",3,3
"183","Write the scientific question more clearly. Right now it is confusing.",2,2
"184","Use the means (average) for each group to graph your data. You were looking for the effect of IGR between 2 groups and not between replicates. As you can see in Fig. 1; the groups next to each other are not experimentally paired.",3,3
"185","Report the mean ± SD. You should always report those values together.",3,3
"186","Statistically? Visually?",3,3
"187","Make sure to include outside sources in the introduction (Basic Criteria).",1,1
"188","Mention how many frogs are in each group and just have your y-axis say “Twitch Threshold (Volts)”",3,3
"189","State sample size for each group",3,3
"190","Add error bars! And be more specific with your legend—0 mM of what?",3,3
"191","Citation format",3,3
"192","Figure 1",2,3
"193","This was established in the methods and doesn’t need to be stated here.",3,2
"194","Your intro needs a lot more work. Include regular nerve/muscle function to lead into why you expect your blocker to work.",2,2
"195","Reference the figures in this sectionDescribe the trends and then support those trends with the statistical analysis",3,3
"196","State the species and muscle you are working with",2,2
"197","Well, this includes blue, right? I’m a little confused about your rationale with DCPIP because we’re talking about the chloroplasts’ abilities to absorb light. I would add more bio background, introduce DCPIP and why we used it",4,4
"198","This is almost raw data and a table is not the best way to represent it. You should include at least one graph in the report, and I would suggest using it to replace this table.",3,3
"199","Focus more on discussing biological mechanisms, and less about possible sources of error",4,4
"200","This figure could be improved by either color-coding individual legs or control vs. experimental groups to give some basis for comparison.",3,3
"201","informal",2,2
"202","Try to make this more succinct.",2,2
"203","Why else would we want to use/study Physarum in the lab?",3,3
"204","Put in the amount of legs you analyzed, so including the extra data you recieved",3,3
"205","You error bars on your graph are not correctly done, so this will have to be changed to include the correct values. It is fine to talk about them in your results though. See comments on your figure for how to correct them",3,3
"206","avoid using question mark statments",2,2
"207","I don’t get this sentence or the previous one, so you only had two replicates? Clarify these or remove.",3,2
"208","Since the stats weren’t significant you have to conclude that there was no difference in the mass.",3,3
"209","You should mention the figures in this section",3,3
"210","Did you manipulate the threshold stimulus?",3,3
"211","For the same reason we avoid “prove” the word “correct” should also be avoided. You can leave it a bit more vague as “Our hypothesis was tested by….”",2,2
"212","Check the x-axis, it is not right. You can be more precise with the y-axis. What is the variable that you measured for this graph? The whiskers look very similar. Were the SD similar? If not, there is a problem",3,3
"213","In what conditions",3,3
"214","Wrong tense",2,2
"215","Do not put a title in the figure.",3,3
"216","How did you decide sig values?",3,3
"217","Muscle response? Be more precise with the dependent variable",3,3
"218","should have focused on the chloroplast isolating procedure and how it could have been improved.",3,3
"219","Were treated as a control would be a better way to put it",2,3
"220","Include statistics",3,3
"221","Unnecessary",2,2
"222","Colloquial language",2,2
"223","You should include information about the obtained results.",3,3
"224","What statistical test did you run?",3,3
"225","You should mention the direct observation. What was the obtained result. Just saying that they were statistically significant is not enough.",3,3
"226","Why no figure legends? You showed me what you attempted to include, so they should have legends.",3,3
"227","Why? What is affected mechanistically?",4,3
"228","move to discussion",2,2
"229","Avoid using the same words than before.",2,2
"230","Tubocurarine is a nicotinic acetylcholine receptor blocker. Because we know that acetylcholine must travel across the synapse and bind receptors, if these receptors are blocked, we expect the signal to not continue from nerve to nerve or nerve to muscle. This is the reason we would expect it a decreased muscle contraction.",4,4
"231","This is not very relevant for the experiment. Nonetheless, it’s a good idea to mention the advantages of the studied animal, but maybe this has more sense after you mention the goal of the experiment.",3,4
"232","Try to be more concise and clear in this section. Could you say the same info in 3-4 sentences? Be sure to refer to your figures",2,2
"233","at",2,3
"234","informal",2,2
"235","Alpha value?",3,3
"236","Two sample t-test",3,3
"237","I would get rid of this part, as it doesn’t sound super scientific",2,2
"238","revise",2,2
"239","Show results. At least p-values",3,3
"240","This needs to be much longerConsider breaking it up into several major sectionsWhat did you find and what does it mean",3,3
"241","Informal. Revise to make it formal. Locate other informal/colloquial terms and revise.",2,2
"242","This comes later when discussing your results",2,2
"243","How much of this did you inject?",3,3
"244","Focus less on habituation, and more on biological mechanisms…like maybe aggression is based on size moreso than color of opponents?",4,4
"245","Finally, you need to explain how your citations relate more specifically to your findings/study species.B",4,4
"246","Give me full names first, then acronyms.",2,2
"247","What is this, another caterpillar/moth or holometabolous insect, get a little more specific in the future",4,2
"248","p-value to back this up?",3,3
"249","Also, recall that you didn’t quantify the presence of chloroplasts in your samples. You could have done it using a hemocytometer.",3,4
"250","Clean this up, you can use numbers also report your averages and standard devs for each group.",3,3
"251","Increased how? R:S is a proxy for resource allocation, but the words are not synonymous.",2,2
"252","You don’t need to formally write out the independent and dependent variables. Just state what the different groups were fed",3,3
"253","You should also make a point in this figure about the increase in the strength of contraction with increments of the stimulation voltage",3,3
"254","Specify the injected volume",3,3
"255","Much better job introducing plant allocation, although you need to better introduce your specific experimental treatment in  order for your hypothesis to make sense",4,4
"256","This abstract needs some reworking. Think two sentences where you introduce muscle contractions and what Ach does, what you will be doing, the hypothesis, main results, and then conclusion",2,2
"257","Include the table contents in your methods section and delete the table. The table is for lab notebooks only",2,3
"258","Remember, no quotes! You don’t need to wink at your reader to make your point.",2,2
"259","Missing outside sources (Basic Criteria)",1,1
"260","This is not necessary",2,3
"261","What concentration?",3,3
"262","Citation!",3,3
"263","format: (t-stat=_, d.f.=_, p=_)",3,3
"264","Why is there only one s.d. value?",3,3
"265","How does JH relate to caterpillar weight?",4,4
"266","any time you have an average graphed, you will need standard deviation bars. As such, this graph should have 16 error bars total.",3,3
"267","Standard deviations? 2 sig figs is enough.",3,3
"268","Avoid this. Since the stat’s weren’t significant, you can’t say that xxx was higher than yyy",3,3
"269","Most of this discussion section is still restating the results section. Need to focus on discussing biological mechanisms, reviewing the literature, and comparing to other studies",2,4
"270","One-tailed two-sample t test",3,3
"271","So if your p-value is significant than why was your hypothesis not supported?",3,3
"272","Put this at the end of your methods section, after you explain everything else",3,2
"273","Why might the fish be more aggressive? How does the quality of their habitat change with shelter?",4,4
"274","For first time use, you have to define the acronym",2,3
"275","This shouldn’t be an issue. The frogs are euthanized around 5 minutes after our lab begins.",3,3
"276","Citations in the discussion?",1,3
"277","It should’ve been 0.1ml",3,3
"278","Copy-pasting my comment from your original report: “Don’t need to include p-values again, just say whether your hypotheses were supported or not.”",3,3
"279","Use ANOVA first then t-test",3,3
"280","This came a little out of nowhere, you didn’t study the heart. I like the connection you’re trying to make just lead into it a little more",4,4
"281","No need to discuss anecdotes of individual fish. Just discuss the overall trends",3,3
"282","Where are your citations in your intro?",3,2
"283","Your introduction needs primary literature",1,2
"284","You’ve already done this experiment, so past tense.",2,2
"285","Average of the weight differences or the actual values? It is a little unclear",3,3
"286","This should go in intro.",2,2
"287","More powerful actually. Idk if that’s a statistical concept you’ve come across yet, but it basically means the number you get is less likely to be wrong",3,4
"288","I would probably start the discussion with this. And instead have the flow ofNot significant-&gt;But we noticed… -&gt; Therefore, we think in the future we can…It also allows us to begin with the main conclusion of the discussion (Was the difference significant?)",2,2
"289","While not technically wrong, this table is unnecessary because you state your p-value in the text and don’t refer to anything else in this table. I would take it out. You don’t need tables just for the sake of having tables.",3,3
"290","Where are your error bars?! Also, be more specific with your legend—0mM of what?",3,3
"291","What do the error bars represent (it should be +/- a standard deviation)",3,3
"292","No tables! You explained your layout clearly enough here.",3,3
"293","This discussion could be expanded a bit. Additional references to other studies might help with this.",4,4
"294","State this as an explicit hypothesis.",4,2
"295","You don’t actually need this line or revise to make formal",2,2
"296","Include the main obtained results in the Abstract.",2,2
"297","Mean and SD should be reported together",3,3
"298","What about mung bean plants makes them a good plant for this experiment? Is there a bigger concept here that mung beans help you explore?",3,4
"299","These statements are more suitable for figure caption",3,3
"300","Can you specify which one was greater? Just saying that it was different is not enough to understand the result.",3,3
"301","You need to talk about their explanation for these data. You also need to wrap up your discussion with an explanatory sentence",4,4
"302","Figures do a better job of communicating trends in data than do tables.",3,3
"303","Same idea than before. You need to describe the result. Look the figure, and describe what you can see there",3,3
"304","Consider ending with a broader statement about why this type of research is important.",4,2
"305","Below 0.05",3,3
"306","This needs a citation",3,3
"307","Creative connection to the real world, I like what you have come up with. In general, your discussion could be improved with more sources. Right now you rely heavily on just that one paper throughout the report, but challenge yourself to find more sources that support your findings. Is there any research on this pollution idea, for example?",4,4
"308","You never explain your results at all. Use some literature and talk about the biology going on. You never even state whether or not there was a significant difference.",4,4
"309","The hypotheses was that…",2,2
"310","If you have it, I would include the width as well (How long the pulse lasted)",3,3
"311","Can bettas mate with guppies?",4,2
"312","State your hypothesis before your brief methods, and then you can say “our results supported our hypothesis (p-value = x)”. And then write a concluding sentence",2,2
"313","Add error bars to those pH 10 points too!",3,3
"314","Good job referring people to your figure, but remember to number your figures in the order in which you present them in the paper (so the first figure referenced should be “Figure 1”, the second should be “Figure 2”, etc.)",3,3
"315","Sterilize first! And include how you sterilized things.",3,3
"316","No need to discuss sources of error unless you have evidence that it actually affected your results",4,4
"317","Do you mean 0.05?",3,3
"318","Keep this for the results.",2,2
"319","Just say there was a significant difference between treatments (t =, df = , P =)",3,3
"320","State “We predict that…” and then state your hypothesis",4,2
"321","Error bars are not formatted properly.",3,3
"322","See my comment on the table – you should also calculate and include R:S for weight. Right now you only have the weights of the entire plants themselves, which weakens your ability to draw conclusions about resource allocation.",3,3
"323","I think there is a problem with your table numbers. This information is in Table 2, not in Table 1",3,3
"324","This is irrelevant",2,2
"325","You should make the abstract sound like an overview of your paper, that means gives some background on the subject as well",2,2
"326","Don’t need this",2,3
"327","Don’t attribute your results to error",4,3
"328","Don’t state the title of the paper, just summarize what they did and what they found",2,2
"329","what kind? Specify for each light.",3,3
"330","I would state the specific muscle",3,2
"331","Did this study measure resource allocation? What were their results, specifically?",4,4
"332","This is an important point which should have been reflected in the abstract.",2,2
"333","“Petri dish” or “plates”",3,3
"334","Is it V or mV?",3,3
"335","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"336","Try and add one sentence about Manduca life cycle",2,2
"337","Use peer reviewed/primary literature",3,3
"338","Standard deviation",3,3
"339","Maybe make this more specific? (Hint: Your experiment is only 30 minutes long, right?)",2,2
"340","Does this really tell us about the health of a plant?",4,2
"341","Talk more about this study, what did they do, find, how does it relate, etc",4,4
"342","These are not necessarily the same thing, so if that is how you defined threshold throughout the experiment, make that clear.",2,4
"343","You need to start the discussion with this sentence",2,2
"344","Your error bars look the same for the control and treatment groups – you should not be the case.",3,3
"345","Good real-world connection. Try to look for other sources aside from Munns, I think there is some good research out there on salinization of farmlands and how that might affect crop yields.",4,4
"346","Need more info in the title. Species name, treatment, and indication of the results",2,3
"347","p-value should be reported after your report d.f. in the format",3,3
"348","No quotes",2,2
"349","Don’t use the word significantly unless you’re talking about something that is backed up by statistics",3,2
"350","Make sure you are keeping to relevant information, we only need significant background on the hormone that you will be targeting.",2,2
"351","You should include your hypothesis or research question in the Abstract.",2,2
"352","Here you have 2, two-tailed tests. Report results of t-test as shown in resource guide – need t-stat and df.",3,3
"353","or at least confirm the wavelength with  proper equipment",3,3
"354","Why is what you studied relevant? Why was it important that you understand this mechanistically?",4,2
"355","Save this for the discussion",2,2
"356","given that you plan on accounting for this – what other cellular reasons would warrant testing these types of chloroplasts photosynthetic ability more background research needed to strengthen this portion",4,4
"357","This should be in the results section and not the methods",2,2
"358","control",3,3
"359","Be careful of the wording since this ends up meaning you had 104mL total rather than 100mL total. It would be 4mL diluted in water for 100mL total volume.",3,3
"360","Also, explore other possibilities and provide more suggestions to improve your current model/plan",4,4
"361","Check in the bio core guide which is the correct format of in-text citations.",3,3
"362","I did not mention this in class, but you shouldn’t have long quotes like this in your report. Summarize their findings in your own words",2,2
"363","informal",2,2
"364","unclear",2,2
"365","Why are the error bars the same for both groups?",3,3
"366","Why? What are the costs and benefits of aggression?",4,4
"367","This is part of the results because those were direct observations from the experiment",3,2
"368","This is unnecessary. Just report the mean ± SD for each group for one of the variable, and compare them. Then repeat this analysis for the second variable.",3,3
"369","What is the recommended incubation period?",3,3
"370","I need way less quotes and more of this report in your own words.",2,2
"371","These sentences have a lot of unclear language (e.g. you use “this relationship” when referring to several separate relationships).",2,2
"372","This figure is not necessary. Just include figures with your results.",3,3
"373","Why might studying oat plants be particularly important, any ideas? This will help you connect your experiment to a bigger concept in ecology.",4,4
"374","This is not the most scientific statement, so I wouldn’t include it",3,2
"375","Are these averaged values? Probably yes, because you measured three myograms per condition. In that case, you are missing SD",3,3
"376","I would introduce signal transduction earlier in the intro.",2,2
"377","I would generalize the trend as this can be seen as raw data in some instances.",3,3
"378","Why did it change? You never present a real explanation for R:S change; you just state that it happens. Imagine your reader has no previous knowledge of plant allocation.",4,4
"379","grammar",2,2
"380","You could do this and show it as a result. Why didn’t you do it?",4,3
"381","Didn’t you hypothesize that a higher level of JH would lower weight?",4,4
"382","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"383","This is not really consider a threshold",3,3
"384","Try looking for the active ingredient in Precor. It uses a JH analogue rather than JH itself.",3,2
"385","Should be all in past tense.",2,2
"386","Still just paired",3,3
"387","What mean?  You should include the means that are important to your discussion here in paragraph form.",3,3
"388","This relation is not necessarily true. You could have higher levels of ecdysone and JH simultaneously during the life cycle of the insect. For example, before each molt during the first four larval instars.",4,4
"389","This section should be in paragraph form, not numbered.",2,2
"390","Technically not statistically significantly different. It does look very different and you can say that it is notably or noticeably different, but you cannot say that this is a statistical difference at alpha level of 0.05, although it is close.",3,3
"391","Better choice of words would be “do not significantly change” or something similar.",2,2
"392","Include sufficient stat results to justify your statements. Provide Tukey-Kramer test data table as a supplement. Refer to both one-way ANOVA and Tukey-Kramer test results to justify your statements here.",3,3
"393","This would still be considered raw data. As for the statistical test portion, this does not need to be included. You only need to say which statistical test was used (In the methods) and what your p-value was (results/discussion)",3,3
"394","Can you be more specific",2,2
"395","Consider mentioning the chemical name in the title",2,3
"396","Year? All citations need a year. See the resource guide.",3,3
"397","You only need to state the alternative hypothesis.  This is accomplished in the sentence that follows this comment.",4,2
"398","This intro needs a lot of work. You need to introduce the hormones and what they do, and how that may affect the caterpillars. Also your primary literature is more to support you in your thinking that lead to a hypothesis not just on the concentration of the chemical. Try to use your introduction as a way to lead up to your hypothesis.",2,4
"399","condense this",2,2
"400","this is ambiguous",2,2
"401","Where are the stats?",3,3
"402","This part needs citation",3,3
"403","These captions are not sufficiently detailed. For example, what do the error bars in Figure 1 represent?",3,3
"404","Where are the physical observations that you mentioned I the methods? That should be part of the results because those were direct observations of the animals.",3,2
"405","Try to make your y-axis end at 0 and not go negative",3,3
"406","As I said in my comments on your previous submission (and in class, and in the resource guide), DO NOT talk about the hypothesis in the Results. It will cause the report to fail (and this is otherwise a very good report). If you are confused, please come set up a time to meet with me and go over this.",1,1
"407","Not necessary",2,3
"408","I would explain how you made this 20x solution.",3,3
"409","What kind of threshold?",3,3
"410","Look out for typos",2,2
