"","text","subject_label","subject_predicted"
"51","Since the stats weren’t significant, you should conclude that there was no difference",3,3
"52","Don’t mention raw data in your lab report. Just state “data” if you really want to include this sentence",3,3
"53","Report t-test results as shown in the resource guide. You need to include the t-stat, df, and p-value. Let me know if you can’t find this in the guide.",3,3
"54","Do not include web linksMissing details = publishing journal, authors, volume, issue",3,3
"55","This is unnecessary information.",2,2
"56","What chemical did you use?",3,3
"57","~400µL",3,3
"58","Not necessary in the discussion",2,2
"59","You don’t need to state this here",2,3
"60","I’m not exactly sure what these tables are showing",3,3
"61","Consider moving this closer to the beginning of the abstract",2,2
"62","Standard errors?",3,3
"63","all these caterpillar pictures are nice, but if you’re going to include them, you need to reference them somewhere in your report, generally in methods",3,3
"64","The blank should have had chloroplasts in it",3,3
"65","Some of your sentences here slide into interpretation of the data (particularly the one about the plants in the shade having heavier roots). Stick strictly to the facts here, and leave any interpretation of the numbers for the discussion.",1,4
"66","What could have been altered in your experiment or achieve a conclusive result? [didn’t follow-up]",4,2
"67","Also, did the same people observe the fish each time to minimize bias? Explain exactly how you tallied the points.",3,3
"68","This could be mentioned before the previous sentence",2,2
"69","Not necessarily. IGR’s by definition hinder an insect’s normal life cycle and can be done in more ways than just mimicking a hormone. Azamax’s active ingredient does not mimic a hormone. Try to find which hormone Azamax affects. Then, discuss more in detail what that hormone does in the Manduca’s regular life cycle.This is what this hormone normally does -&gt; This is what Azamax does to that hormone -&gt; As such, this is what we expect will happen in the Manducas",4,4
"70","redaction",2,3
"71","Should be percent, not Molar",3,3
"72","How much?",3,3
"73","Have results or demonstrate results. Avoid using “prove” this way.",2,2
"74","this needs to be substantially condensed. Multiple grammatical mistakes",2,2
"75","How can water be dimmer? Do you mean more turbid?",4,3
"76","This is repetitive.",2,2
"77","Alpha?",3,3
"78","Not a primary source",3,3
"79","Remember to include figure title immediately after figure number, then continue with the rest of the caption.",3,3
"80","ANOVA",3,3
"81","Missing y-axis",3,3
"82","Your methods need to explain your analysis methods and your results need to include statistics.",3,3
"83","These are not written like interpretations of the results",3,2
"84","Error bars should be vertical and fitted to each data point. You don’t need the equations; they just get in the way of the graph.",3,3
"85","I understand your reasoning behind this. However, the Ach already present only inhibits further release of Ach according to your paper. If the Ach hang around while the receptors are not inhibited, we would still receive contraction. (The Ach also doesn’t stick around very long).",4,4
"86","I think you mean, response time",3,3
"87","What about food? Why did you expect less aggression in the first place? What is your support?",4,4
"88","As you’re looking at the role of a potassium blocker, I would include what the role of potassium is in normal muscle contraction. From this, you can build out and say “and this is why we think our hypothesis.”",4,4
"89","If not important, why begin your intro with a description of it?",4,2
"90","Dr. Johnson wrote the lab manual",3,2
"91","This citation only is not enough. You need another citation, not only the lab manual.",3,3
"92","You have replicates, so each of your points should have errors bars. Come to me for help if you need (because Excel makes the individual error bars for each point thing more complicated than it should be).",3,3
"93","Avoid direct quotes. You should try to paraphrase anything more than 2-3 words, although if it is an incredibly common phrase, you can use it without fear of plagiarism. If you do use a direct quote, place the citation immediately after it.",2,2
"94","Title should VERY briefly state the main takeaway of your experiment",2,2
"95","Be careful of the wording since this ends up meaning you had 104mL total rather than 100mL total. It would be 4mL diluted in water for 100mL total volume.",3,3
"96","The bottle was Ringer’s solution, not acetylcholine",3,3
"97","You don’t need a title here, but you do need to be more specific with your legend descriptors (0 mM of?) and add error bars! You should also have your time zero points on here.",3,3
"98","Lower case",2,2
"99","This is not the manual we are using.",3,3
"100","Do not quote previous studies. Just mention their previous results with your own words.",2,2
"101","How? Be more precise on the effect of tubocurarine in the Ach nicotinic receptor.",3,3
"102","There are serious errors in your introduction. You need to work on the organization of your lab report and need to have a hypothesis. You need to better discuss the costs and benefits of aggression and its importanceF",1,4
"103","State the figure numbers",3,3
"104","What are the quotes for?",2,2
"105","If your p-value is above 0.05, your results are not statistical significant, so you got that part right. However, this means that you fail to reject the null hypothesis, and can’t accept your alternative. So your results are not significant, and you can’t talk about your weight differences as though they are.",3,1
"106","Run on",2,3
"107","What is the recommended incubation time period? It is indicated in your lab manual.",3,3
"108","You won’t want your standard dev bar to extend into the negative so you can set that on the custom settings for next time",3,3
"109","Which data, specifically? Did you only score one fish each time, or both? Did you run the ANOVA on single fish point totals or the interaction totals? Did you run (or plan to run) any post-hoc tests?",3,3
"110","Include the p value in the previous sentence at the end inside parentheses.",3,2
"111","What is the objective of your study",4,2
"112","Should be 0.1 ml of 1 mM tubocurarine",3,3
"113","That’s a mouthful. Break this crazy up into several, simpler sentences. Clarity is key.",2,2
"114","Again, this is too short. Your introduction should discuss exactly what 20E does in the caterpillar during molting/development and why blocking it would have this effect.",4,4
"115","you removed the debris and then transferred",3,3
"116","This should only be in your methods section. You can write that the weights will be measured but that’s it",3,2
"117","Need more in the figure captions.",3,3
"118","This is unnecessary. You don’t include the table with the data used for the statistical analysis in the lab reportThe statistical analysis is not quite right. You included in both groups the weight of your four individuals for the eight days of the experiment. How can you analyze the growth in each group if you included the weights from every single day? To analyze how the animal is growing you need to see the change in weight between days. That’s the only way of knowing if an animal is growing. Look for the difference in weight between the final and the first day of experimentation.",3,3
"119","Your discussion should begin with reiterating your p-value and stating whether it rejects or supports your hypothesis.",3,2
"120","Edit it to simply read “Experimental” and “Control” (“Series 1” and “Series 2” are confusing). Let me know if you need help.",3,3
"121","What was the effect? Be specific.",3,2
"122","Within the introduction, cite all pertinent literature using the [Last name of first author: year] citation format.",3,3
"123","Use your primary resources to support what you’re saying, don’t just throw something in there.",4,4
"124","Need to discuss why size would or wouldn’t have an effect on aggression",4,4
"125","This is good, but you should start by introducing intraspecific behavior and its importance. Make sure you talk about its costs and benefits.",2,4
"126","This kind of seems like “the ends justify the means.” You could simply just say no major errors were noted.",2,3
"127","I would not put it this way. You can rather say that, although our experiment showed statistically insignificant result, a previous study…”",2,2
"128","Give the author’s names, not the journal",2,3
"129","Here is where the results of the t-test should go. I’m not sure why you reference two separate t-tests below, as you only have the data for one (with vs. without shelter).",3,3
"130","I think you may have the name wrong.",2,3
"131","What was the main obtained result? You could briefly mention that here.",3,2
"132","3 minutes",3,3
"133","dH20",3,3
"134","I need the numbers (averages, sd’s, stats) all in results",3,3
"135","I would probably exclude this sentence as it isn’t overly relevant",2,2
"136","Outside sources missing (basic criteria)",1,1
"137","Make this more concise so you have room for a statement about why a JH mimic would affect M. sexta growth in the first place.",2,2
"138","Cite source",3,3
"139","Looking at your p-value and your graph again. It would have been plausible for you to go the route of “We were approaching significance” and “but we didn’t have a large enough sample size.” As 0.0624 is very close to 0.05 and we can see a tremendous change between the control/experimental.",2,3
"140","good, this is what I was looking for in the introduction. Look for citations to back up your statements here.",3,4
"141","Your hypothesis was partially supported",4,2
"142","Revise to improve",2,2
"143","As this is the abstract, you can be a bit vague with the citation and leave it as “in a previous study…” and leave out the in-text.",2,2
"144","I get what you’re saying, but the way this is worded is a little confusing.",2,2
"145","This is not proper citation format",3,3
"146","Myograms are the representation of contraction, so you did not use a myogram",3,3
"147","You need to have figure captions, as well as a figure (bar graph or line graph)",3,3
"148","Your y-axis should have units and your error bars still look incorrect because they are the same size for each bar. Let me know if you need help making these for the presentation",3,3
"149","informal",2,2
"150","I think this may have been a typo",2,2
"151","Make sure to include which statistical test was used.",3,3
"152","Why would weight increase? What is the connection between JH and weight?",4,4
"153","As your first graph already shows this data and the reader is more interested in the difference in growth rather than the exact value itself, this chart isn’t needed.",3,3
"154","Do you have any possible improvements for future studies with lidocaine and frog legs?",4,4
"155","It is better to discuss the results in relation to your hypothesis before the errors or mistakes encountered.",2,4
"156","Again, this should be percent change—not absorbance—plotted if you want to report percent change values in your results section. You don’t need to include the blank, but all of these data points should have individual error bars since you had replicates.",3,3
"157","What is 1 and 2? How can I know which bar represent the treatment group and which one the control group? You can specify that information in the figure or the figure legend.",3,3
"158","This is considered raw data and should not be included.",3,3
"159","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,2
"160","Precor is just the name of the pesticide. I would leave it as “Precor” rather than “Precor Hormone”",3,3
"161","What does this mean, what information does it provide you?",2,3
"162","Delete (Remove unneeded table)",3,3
"163","Juvenile hormone? The BH is a regulatory hormone that regulates the secretion of 20E, but it doesn’t target the epithelial cells to control the molt.",3,2
"164","Describe the general trends and features of the data, then refer to a specific figure or table that contains summarized numerical results to support that statement",3,3
"165","Paired or unpaired? Tails?",3,3
"166","Revise this statement to make more formal",2,2
"167","These averages need units and +/- standard deviations.",3,3
"168","For your list of Literature Cited, use the one format. Do web links should be used for peer reviewed articles.Include the lab manual",3,3
"169","Need to include a sentence why this is.",2,2
"170","Metamorphical?",2,3
"171","Third, since you have pictures of your setup, they should be referenced somewhere in the paper (generally in the methods section)",3,2
"172","This is not what the legend on the graph says.",3,3
"173","Revise to improve",2,2
"174","Typically no need for citations in the methods",3,2
"175","Need to give the hypothesis in the abstract",2,2
"176","unclear",2,2
"177","Format for in-text citation.Ex: … was conducted by Nijhout and Williams [1974].",3,3
"178","Check the core resource guide and your primary literature too look at figure captions to see what going into them",3,3
"179","Dissection pan?",3,3
"180","Did you sterilize anything first?",3,3
"181","Did you run the ANOVA on this as well? Need p-value…",3,3
"182","cationic",3,3
"183","I think you need a Tukey-Kramer to investigate your specific hypothesis.",3,3
"184","I would re-think about it. Also, identify possible reasons why control group did not exhibit growth and how you could improve your current exp design plan",4,4
"185","How would this effect it (Interpretation)",4,2
"186","What statistical test did you run?",3,3
"187","Treated with",3,3
"188","Include a sentence about why you think this happened.",4,2
"189","This does not necessarily have to be in a table. You can just report this as you need in the results (and if you don’t feel the need to mention these values, don’t put them in a table, either).",3,3
"190","At ten minute intervals over a period of thirty minutes.",3,3
"191","Be specific here. What was the rpm, duration, and temperature? What part was centrifuged, which was discarded and therefore used for the rest of the experiment?",3,3
"192","Also, your y-axis labels need units",3,3
"193","This is what I was talking about with names, then acronyms. This might make more sense had you already established that cAMP = cyclic AMP.",2,3
"194","You need to refer people to your figures/tables in the results. If you are not going to reference a figure/table in the results and/or discussion, don’t include it.",3,3
"195","reorganize this",2,2
"196","Again, past-passive.",2,3
"197","This is not the title of a lab report. That is the title of the unit. The title should give information about the experiment that you did.",3,2
"198","Check your spelling",2,3
"199","Too emotional. Try hypothesis, prediction…",2,2
"200","SD?",3,3
"201","Once again, you can’t do a t-test over a range of voltages",3,3
"202","What’s up with the y-axis?",3,3
"203","Include a sentence about your results and one about your conclusions.",2,2
"204","Remember, hypothesis always comes before methods",2,2
"205","Be careful with this interpretation. Since the stats weren’t significant, you can’t conclude that there was a difference between your 2 groups",4,3
"206","I want you to read this through and see how you could improve on flow of thoughts.",2,2
"207","These say similar things. Combine them.",2,2
"208","This table is okay but not necessary. You can just state the p-value in the results (and discussion, if you wish)",3,3
"209","This belongs in methods",2,2
"210","The flow of these sentences is a little off – consider deleting or moving the first sentence and restructuring the rest so there is better continuity",2,2
"211","Figure captions should be self-sufficient, you could specify the studied species and he size of your samples.",3,3
"212","You need to cut down a lot in your methods. Again try to only state the pertinent information, any decision making you may have gone through you don’t need to talk about just state what you did. Try to summarize the amount of chemicals section as well, you added x mL of x% chemical.",3,2
"213","You need a y-axis and it is very hard to see those error bars",3,3
"214","This is not necessary if you specify since the beginning that the procedure was for 3 frog legs.",3,3
"215","Are there other studies that have examined resource allocation in different types of substrates?",4,4
"216","As creating the schedule is of less interest to the reader than having a consistent feeding schedule, I may only say they were fed at 4pm each day for seven days.",3,4
"217","state what your error bars represent and reiterate your statistical results",3,3
"218","You need to run a paired t-test",3,3
"219","Just make sure to read this section again and check for any redundancy",2,2
"220","Which one?",3,3
"221","Whats the p-value",3,3
"222","Statistical test?",3,3
"223","You just need to say alpha = 0.05, the rest is implied.",3,3
"224","This needs citation",3,3
"225","Good but don’t use the same exact sentences in the abstract as well. So either change the wording in the abstract a little bit or here in the intro.",2,2
"226","Websites are generally not primary literature, although they can be used as secondary sources (like the lab manual)",3,1
"227","What was the name of your blocker?",3,3
"228","You don’t need this",2,3
"229","Supported. Can’t prove a hypothesis true",3,2
"230","This is contradictory! When was longer before or after the drug application? It cannot be longer in both",3,2
"231","In addition, I don’t think the leg no longer contracting is an error. Based on your expected function of tubocurarine, it’s expected that it would decrease muscle contraction or completely stop it as acetylcholine can no longer bind to its receptors.",4,4
"232","This figure is repeated",3,3
"233","Are your error bars specific to each data point? You should include that time 0 data too.",3,3
"234","How did you keep the leg stable? Specify that it was pinned to the dissecting tray.",3,3
"235","Cause-effect relation. AP are generated because of an increase in the influx of Na+, not the opposite",3,3
"236","This should be in sentence form",2,2
"237","Include the stats results here.",3,3
"238","Remove “.”",2,2
"239","I wouldn’t start the Intro like this and I would not state that like the main reason for using Manduca sexta.",2,2
"240","What’s your hypothesis?",4,2
"241","You might consider removing this for conciseness",2,2
"242","Stats?",3,3
"243","Proved is a strong term that I would not use on a data set this small.",3,3
"244","What was your treatment food? What was the dilution?",3,3
"245","Word choice. “display” perhaps?",2,2
"246","How might carbon fixation later in photosynthesis affect this first part (light-dep) photosynthesis?",4,2
"247","Where are the figure legends?",3,3
"248","Take this out.",2,3
"249","You could actually get rid of this line. In abstract it is implied that you have both control and treatment groups.",2,2
"250","This sounds backwards?",2,2
"251","Results and/or hypotheses are never “proven” …rather, your results do or don’t “support” the hypothesis",2,2
"252","Can bettas mate with guppies?",4,2
"253","Give more details specific to this pathway in particular to aid in your assertion that cAMP phosodiesterase inhibition will lead to growth.",3,2
"254","This is great! Just be sure to include your hypothesis somewhere in here",2,2
"255","They were not different groups. The same animals were control and experimental conditions. Write this according to that.",3,3
"256","Revise to make it formal",2,2
"257","This is the same than before. Do not repeat information",2,2
"258","Make sure the first time you mention something you write the full name out and in parenthesis state the abbreviation, that way the reader knows what you’re talking about",2,3
"259","spend more time talking about the cellular mechanismsexpand future research",4,4
"260","This belongs in the discussion. NO interpretation in the results.",1,2
"261","With a force transducer",3,3
"262","You don’t need both of them",3,3
"263","Do not use a table to report only the statistical outcome.",3,3
"264","but none of your caterpillars pupated. Trust me, you’d know!",3,3
"265","How much did you inject?",3,3
"266","Year? All citations need a year. See the resource guide.",3,3
"267","format: (t-stat=_, d.f.=_, p=_)",3,3
"268","Which statistical test(s) did you run?",3,3
"269","This is not the figure legend. You just repeated the same information. You should include a description of the figure or table. Mention the tendency.",3,3
"270","After the class explanation, try doing one t-test for all the data.  Let me know if you need help.",3,3
"271","Is this a citation? Be consistent with your format.",3,3
"272","This seems out of context here. If you’re going to say this, include something about a spectrophotometer and the solution you’re measuring itself.",3,4
"273","“confidence interval” has a very specific statistical meaning, so make sure you are using it correctly or come up with another way to phrase this.",2,3
"274","Exact mL amount?",3,3
"275","Reiterate your statistical results in your caption as well",3,3
"276","Increase or reduce? Be specific!",3,3
"277","The shoots are the leaves and the stems, so they are taken into account.",3,3
"278","You should also reference your figures.",3,3
"279","List the stats",3,3
"280","remove (Methods details 2)",3,2
"281","Are these averaged values? Where are the SD?",3,3
"282","Hypothesis comes before methods",2,2
"283","Link this importance to enzymes as catalytic proteins and their importance in living organisms maybe.",4,2
"284","Capitlalize P",2,3
"285","Try to write this without the labels and tube numbers",3,3
"286","for both of your experiments, consider how efficient you were in isolating the chloroplasts..",3,4
"287","This discussion is far too short, does not contain citations of primary literature (which are required in intro AND discussion), and does not clearly establish at the beginning whether or not the hypothesis was supported.",1,1
"288","1",2,3
"289","Or, in a more positive light (ha!), lights could be utilized to optimize growth.",4,3
"290","Your graphs need work.  Let me know if you need guidance.",3,3
"291","You’re talking about habituation, so cite a paper that discusses habituation and its evolutionary relevance",4,4
"292","I would somehow connect this sentence to the preceding one comparing Physarum signaling to that of humans.",2,4
"293","compared to what?",3,3
"294","What effect does temperature have on plant growth?",3,4
"295","Why do weight lifters not experience chemically induced tetany?",4,3
"296","Label your y-axis more clearly. Is this threshold? Contraction amplitude?",3,3
"297","Needs citation",3,3
"298","Write your statistical results here",3,3
"299","Why? (Rationale on statistics)",3,3
"300","The values of the length don’t match with the figure on day 8, or these values are the difference between day 1 and 8. That is not clear in the Table legend",3,3
"301","Need some more info about how acid rain would affect plants specifically",2,4
"302","The graph doesn’t need a title and you need axes labels",3,3
"303","This is for the results, not the figure legend",3,3
"304","Wrong tense",2,2
"305","Because the day isn’t as important for your experiment (There’s no reason why we’d expect the caterpillars to behave differently in terms of feeding for a certain day), I would recommend having a graph with the average food eaten across all days rather than  having it broken up into 7 days.",3,4
"306","Paired t-test",3,3
"307","Not necessary in the Abstract",2,2
"308","Which one?",3,3
"309","You can assume your reader understands basic statistics, so no need to explain p values.",3,3
"310","Don’t include direct quotes of more than 2-3 words. Paraphrase!",2,2
"311","I would leave this as “Martin’s IGR” as you explain the dilution later on in the methods",3,2
"312","Please refer to the BioCore Resource Guide to format your in-text citations.",3,3
"313","If you tested more than one group (or, had test and control groups,) are they statistically different from one another?",3,3
"314","Also check that your standard deviation bars are reflecting the correct values, they look like they are the same size and they shouldn’t be.",3,3
"315","What are you defining as mature larvae?",3,2
"316","If you’re going to talk about enzymes later in the pathway, explain what they are and why they’re relevant.",2,2
"317","Delete. This information is essentially displayed in your bar graph. So no need for this",3,3
"318","extract",2,3
"319","Hypothesis are neither correct nor incorrect. The data could support or not the hypothesis but that does not mean it was correct or incorrect.",2,3
"320","How is this information different than the figures? Do not repeat information.Standard errors for the means for every dayIf you reported the SD per group, then you also should report the mean per group.",3,3
"321","2% water agar plate",3,3
"322","Not the best term to define the effect that you observed.",2,2
"323","Don’t need this",2,3
"324","I don’t think you reference these photos anywhere in your methods section? Either add the reference or don’t include them",3,2
"325","All these are the results of the experiment.",3,2
"326","Where are your citations? Your discussion needs to connect your findings to other scientific literature and use primary literature citations, just like your intro.",3,2
"327","Check the citation format",3,3
"328","Was this (un)paired? Tails? What did you compare? Absorbances? Mean absorbacnes? Percent change?",3,3
"329","You need a bit more explanation as to why you predict this. Saying potassium “regulates” contraction is not enough to explain this specific prediction.",4,4
"330","Not necessary. Figures are considered to be their own section.",3,3
"331","Copy-pasting my comment from your original report: “Is there a more accurate and informative y-axis label that you could use? Right now it appears that you are showing the total height and total weight of the plants, which I don’t think is your goal.”",3,3
"332","This looks like methods",2,2
"333","If you combine these 3 figures, then you will only need one figure caption.",3,3
"334","Unnecessary in the figure legend",3,3
"335","Hypothesis comes before methods",2,2
"336","Incubators not refridgerator",3,3
"337","Your abstract should include highlights about the future implications of your current experiment, in addition to possible improvements. How does your experiment on Trifluoperzaine/Calmodulin/Physarum relate to mechanisms of other organisms? Board scale implications should have been indicated as concluding sentences in Abstract.",2,4
"338","This sentence looks incomplete.",2,2
"339","You need to start more broadly. What are the underlying biological concepts?",2,2
"340","Please no URLs",3,3
"341","You need to state the actual chemical you’re using (methoprene)",3,3
"342","This is a very ambitious statement.",4,2
"343","Statistical tests?",3,3
"344","Missing detail = title,",3,3
"345","Pretend you are writing a scientific journal article, not a lab notebook – avoid phrases like “in this experiment my group and I”Start your intro with a broad sentence introducing the topic (in this case, animal behavior). Then from there, explain about the betta fish and narrow down to your hypothesis. You have done this to some extent, but the first sentence here isn’t helping you connect your work to a broader concept in biology.",2,4
"346","Days, not weeks, otherwise you wouldn’t have time for your experiments!",3,4
"347","indicate specific treatments and report stat results in this format: t-stat=_, d.f.=_, p=_",3,3
"348","This is a little too wordy. Try to cut some things as well as reorganize it a bit so that it flows logically. Remember, this is a concise overview of your entire paper.",2,2
"349","You are the experimenter",3,3
"350","Your stats were significant because 0.01 is less than 0.05.This is not qualitative data, its quantitative. The t-test doesn’t care what your hypothesis was, it only cared about the numbers you put into it.  Your data is significant that the contraction period shortened and the only manipulation was the injection of A23, thus its probably A23 that caused this.",3,3
"351","Unnecessary info",2,2
"352","Okay, good, this is the interpretation of the data that you need before you tell me the errors (what you call possible reasons for insignificance). Interpret what you found, then if you think there was a problem with the experiment, talk about that afterward.",4,4
"353","We use “Author, Year” format",3,3
"354","Meaning what will happen to your measurable variable?",3,3
"355","Some problems with interpretation here",4,3
"356","Just cite your figures at the end of the sentence e.g. (figure 1, figure 2).",3,3
"357","Include somewhere in here which part of the photosynthetic process is affected by temperature and why it makes sense that changing temperature changes photosynthetic rate.",4,4
"358","Explore more reasons to understand why your control didn’t grow. Also, think again about contamination..",4,4
"359","revise",2,2
"360","Leave out in-text citations for the abstract. Instead you can say something along the lines of “Previous studies have shown….”",3,2
"361","Informal. Use your best judgement to locate all the informal/colloquial terms/texts/formats used in this report and revise accordingly.",2,2
"362","What would have to happen to the caterpillar for it to lack these things?",4,4
"363","Why paired? I don’t think this is the right test for your data.",3,3
"364","Write in first person perspective",2,2
"365","any time you have an average graphed, you will need standard deviation bars (The standard deviation error bar option on excel doesn’t work properly, take a look at the resource guide or email me to learn how to add it properly). As such, this graph should have 16 standard deviation bars total",3,3
"366","See link at the end for final improvement",2,2
"367","This is not enough for a figure caption",3,3
"368","Plasticity not adaptivity",3,3
"369","It’s helpful for me (or anyone reading this) if you say something like “We hypothesize that…” or “The hypothesis is…” instead of simply stating it.",2,2
"370","Also include the proportions of water and agar in these plates",3,3
"371","remove this and the rest is rest has a good flow",2,2
"372","I asked for means and SDs here too.",3,3
"373","This is equivalent to raw data. Not needed in reports.Summary table is that of change in weight per caterpillar and not their averages.",3,3
"374","Citation formatting",3,3
"375","You could do this and show it as a result. Why didn’t you do it?",4,3
"376","Also, maybe it did grow toward food at the beginning but changed direction later.. the traces could actually be revealed against a light source..",3,4
"377","IGR stands for “Insect Growth Regulator” not “analog” or “mimic”, which are the words you are looking for here.",3,3
"378","When you take the screenshot try to not hover over it because that Chart Area is blocking the legend. Try to clean up this graph a little bit also.",3,3
"379","informal",2,2
"380","3 plants? Or 3 groups of plants",3,3
"381","However, differences in observation can be useful to your discussion. If so, I would include this in the paragraph portion of your results.",3,3
"382","Start by talking about the fish you used, not the tanks.",3,2
"383","I would have these bars labelled as control and treatment. Also, your error bars look the same for both bars, making me think they are not correct.",3,3
"384","I would write 4 because you have 4 legs total in your results (just pretend you got 4)",3,3
"385","Can you be more specific than response? That was the amplitude of contraction",3,3
"386","Is it V or mV?",3,3
"387","You need units in the y-axis",3,3
"388","I am not sure what this sentence means.Can you rephrase these first three sentences to make them more concrete and specific? You are trying to say a lot, but in actuality you aren’t really stating anything definitively",2,2
"389","Why are we using this organism? Why is it helpful to study?",3,3
"390","This should actually go to discussion",2,2
"391","remove",2,2
"392","This is not primary literature. Need to find some references about how color of opponents would affect aggression",3,4
"393","Really good introduction, but give me something about green light and where you think it will fall in the spectrum of promoting photosynthetic activity.",4,4
"394","Chemical signaling via Hormones in what? What organism?",2,3
"395","Why? What’s in this pellet?",3,3
"396","But if this was the case, wouldn’t the control have molted? Your explanation for why they got bigger does make sense but I think we can only say that the continued JH prevented them from preparing to molt.",4,4
"397","What muscle did they look at, in what organism, tell me more about this study",4,3
"398","These graphs shouldn’t have titles",3,3
"399","Talking about your trends is fine, but don’t use the word significant, as that implies you have specific statistics to compare weight for each day of your experiment",3,3
"400","How did you analyze the data? Statistic test",3,3
"401","This is much better too, but I was looking for a connection between biological background and your hypothesis. It’s important to figure out which background is important to include—what will support your hypothesis?",4,4
"402","Why paired?",3,3
"403","Where is the statistical analysis? It is mandatory to do statistics in your lab report.",3,3
"404","This is roughly 50µL",3,3
"405","The null hypothesis cannot be rejected. That is the language you should use",3,2
"406","Informal/colloquial term. Use your best judgement to locate all other informal terms in your report and revise.",2,2
"407","This is an important point that should be re-iterated in your abstract as one of the concluding lines.",2,2
"408","Johnson, 2018",3,3
"409","Just state what you did, you don’t have to go through the trials and tribulations of it all",2,3
"410","You need some form of prediction/hypothesis so it doesn’t sound like you just did this and recorded the results with no ideas about what would happen.",4,2
"411","Dilution? Concentration?",3,3
"412","This should go in the results",2,3
"413","You don’t say the entire title of the figure, just say figure 1",3,3
"414","Are these methods?",3,2
"415","I’m assuming this is from the lab manual. Make sure to cite this (Johnson, 2018)",3,3
"416","I would show this as a graph as graphs are easier to visualize.",3,3
"417","This should come earlier in the intro, and then explain excitation coupling and sodium’s role a bit more",2,2
"418","[Fulton: 2001]",3,3
"419","What was the comparison for this statistical result?",3,3
"420","Citation at the end of this sentence, I know it is there later but end any sentence with a citation that contains that citations info",3,2
"421","Wrong indication. Figure 1 is your reagent table.",3,3
"422","Include that your error bars represent the standard error of means (SEM)",3,3
"423","What chemical?",3,3
