"","text","subject_label","subject_predicted"
"92","oak",2,3
"93","Support this statement with the outcome from Statistics.",3,3
"94","Avoid using the same words than before.",2,2
"95","condense",2,2
"96","Error bars represent?",3,3
"97","Need to give the p values in the results section",3,3
"98","Write this up in paragraph form or make a succinct table that includes both weight and length stats.",3,3
"99","This belongs in the methods, not intro.",2,2
"100","Pretend like you are writing a scientific journal article, so avoid phrases like, “in this lab.”",2,2
"101","While you may use first-person language (I, we), stay away from expressing your own actions/thoughts in designing the experiment and simply present what you thought would happen and why.",2,4
"102","Is this the contraction amplitude?",3,3
"103","Your introduction needs to have a source from primary literature",1,2
"104","informal",2,2
"105","Who",2,3
"106","State the figure #",3,3
"107","What temp was the incubator set to?",3,3
"108","This should go in intro.",2,2
"109","Yes for length, not for weight – this is exactly why we use statistical tests. There is a reason, but you may not have measured or anticipated it. How did your experiment differ from the one you cite here? That may be the key to figuring out why your results are different.",4,3
"110","Avoid using colloquial languge",2,2
"111","The reason for the equation/connection to the hypothesis is still unclear.",3,2
"112","This looks like a second hypothesis statement and now I’m confused about which one you are interested in. Are they mutually exclusive? Could both be true? Could this intro be structured better to help me understand them?",4,4
"113","revise",2,2
"114","This should read more as what you did, not instructions for future people",3,3
"115","What is 1 and 2? How can I know which bar represent the treatment group and which one the control group? You can specify that information in the figure or the figure legend.",3,3
"116","Is this your prediction? Can you make it more clear",4,2
"117","redaction",2,2
"118","No citation in discussion – does not meet basic criteria",1,1
"119","This is not a scientific statement",2,2
"120","…is seduced the correct word here?",2,2
"121","…did you use precor or Martin’s IGR? Those are two different chemicals",3,3
"122","In the discussion, you could mention the main result again but in this section you should include an explanation or interpretation of those results. Avoid just repeating the same information than in the results section.",2,2
"123","Reference the figures in this section with numbers.",3,3
"124","I don’t see this figure anywhere, so be sure to upload it for the revision",3,3
"125","This needs to be much longerConsider breaking it up into several major sectionsWhat did you find and what does it mean",3,2
"126","To what temp?",3,3
"127","Then, return to these studies in your discussion and compare your findings with the results of previous work.",4,4
"128","Refer readers to your figures/tables",3,3
"129","Instead of they use “Matveeva et al. found that. Notice that you incorrectly put et al format. The period goes after “al”, not after “et”",3,3
"130","You should have a short paragraph that sums up your results.  Include things like the average change in weight or length, your statistics results, and anything else you might bring up in your discussion as evidence.",2,4
"131","compared",2,3
"132","Are these methods?",3,2
"133","state what your error bars represent and reiterate your statistical results",3,3
"134","Averages are not actually part of the t-test itself (even though the readout gives them to you).",3,3
"135","Do not use this language",2,2
"136","Error bars represent…",3,3
"137","Refer to your figures in the results",3,3
"138","You can just write 194.66 ms +/- 72.75, and do the same for the treatment",3,3
"139","Interpret the results you got, don’t just give me a long list of errors. So what does it mean if there was not a significant difference in aggressive behaviors in clear vs. murky water? What does it say about selection/evolution of these fish? Think more deeply about your results.",4,4
"140","How did you analyze your data? Statistical tests?",3,3
"141","In text citation formatting[Hausler and Thorens: YEAR]",3,3
"142","What kind of statistics?",3,3
"143","This sentence is unclear",2,2
"144","Two sample t-test",3,3
"145","The error bars for each group are the same, however the standard deviation were different. Check the Excel tutorial to learn how to add SD into the graph (Sakai/ BioCore Guide/ Displaying data/ Graphs)",3,3
"146","What are the quotes for?",2,2
"147","At what temp?",3,3
"148","No “significant” difference",3,3
"149","Again, methods",2,2
"150","You already did this experiment!",2,2
"151","You didn’t reference this table in the text. Tables and figures should be referred in the corresponding results section. This table is repeating the information of the figures, so you could omit it.",3,3
"152","There was not experimental group. Write the methods in correspondence with that.",3,3
"153","This is raw data and does not belong in this report",3,3
"154","Keep in mind that A23187 also targets IP3",3,2
"155","This belongs earlier in the introduction.",2,2
"156","The wording here doesn’t line up with your hypothesis. If kale is resistant, implying total ineffectivity of atrazine on kale, then why would you hypothesize reduction of photosynthetic activity in kale?",4,4
"157","Need more discussion of biological mechanisms here",4,4
"158","I would suggest to remove this line because it better suits for discussion section",2,2
"159","1 and 2 what?",3,3
"160","You could report the statistics outcome at the end of the previous sentence. It is unnecessary an entire sentence just to report the p-value and say that there was not statistical significance.",3,3
"161","Inconsistency between fish should not matter; that’s why you ran a paired t-test instead of a two-sample t-test.",3,3
"162","Did you guys use one leg for only control and one leg for only experimental? If the same legs were used as both the control and experimental, you should use a paired t-test",3,3
"163","What do you think it means (or why is it that) the length ratios were not significant? Can you think of an explanation for that, or find one in the literature?",4,4
"164","define this before using abbreviations",2,3
"165","Where is the statistical analysis? It is mandatory to do statistics in your lab report.",3,3
"166","Remember to incorporate the additional data that I sent you, so adjust the amount of legs you talk about",3,3
"167","If this is your hypothesis, say something like “Therefore, we hypothesize that…” or “the hypothesis is…”",2,2
"168","Missing outside sources (basic criteria).",1,1
"169","See p. 42 in your resource guide for correct citation format (not the same as the annotation exercise). Also, in the works cited at the end, list (and number) citations in the order you referenced them.",3,3
"170","informal",2,2
"171","Non-significant.",2,3
"172","Revise this statement to make more formal",2,2
"173","So what do you mean? Will you not get a contraction? What is the exact thing you are measuring?",3,3
"174","Check the citation format",3,3
"175","No need to re-state the results here",3,3
"176","Try not to copy/paste sentences from your abstract.",2,2
"177","Be specific. What was the effect?",3,2
"178","This caption needs more",3,3
"179","This is written like a methods section. You are including information about the methods, but remember that this is the summary of the paper.",2,2
"180","Apply past tenses in active or passive voice.",2,2
"181","Percent change",3,3
"182","Missing citations",3,3
"183","Not according to stats you didn’t",3,3
"184","At 27C",3,3
"185","This is not the proper way to report statistical results",3,3
"186","This study, didn’t affect the same hormone than you, so their findings are not the best explanation for your findings.",4,4
"187","Citation?",3,3
"188","Also, your y-axis labels need units",3,3
"189","State you hypothesis before you explain your experimental design.",2,2
"190","If aggression is more energetically costly, why would it increase?",4,3
"191","[Grunert: 2015]",3,3
"192","Standard deviations?",3,3
"193","compared to what?",3,3
"194","Revise to make it formal",2,2
"195","Start broader. The purpose comes immediately before the hypothesis",2,2
"196","This graph is all over the place and needs to be fixed up. Look through your previous lab report notes on what goes into a good figure.",3,3
"197","?",4,3
"198","Eight. Do not use numbers at the beginning of the sentence",2,2
"199","Combine the figures of twitch amplitude in one figure also.",3,3
"200","This is not really a statistical test. Needed to use the linear regression template on sakai, and calculate the p value",3,3
"201","Cite figures or tables",3,3
"202","As the same leg served as both the control and the experimental, I would recommend the paired T-test rather than a two-sample t-test",3,3
"203","Are you sure it is the correct tense for this section? Check with other primary lit",2,2
"204","Who was the author for this source? It should be cited in the form of (Last name, Year)",3,3
"205","change the way you write this sentence, it reads like a command not a statement of what you didthis is the case with many sentences in here",2,2
"206","I would add bio background info, as well as reorganize this a bit.",2,2
"207","I would cite this previous study.",4,3
"208","You misinterpreted your p-values here. Remember, p-values boil down to the probability that the observed results occurred due to chance (unofficial definition, but it helps to think about it this way).",3,4
"209","Do not quote previous studies. Explain their observations with your own words",2,2
"210","Make sure to say what concentration and substance you used. In our lab, we didn’t use any actual Manduca JH.",3,3
"211","Good real-world connection. Try to look for other sources aside from Munns, I think there is some good research out there on salinization of farmlands and how that might affect crop yields.",4,4
"212","As you’re more interested in the total difference in mass rather than the change for each day, you could use a bar graph showing the difference between final/initial mass (Your current graph works too but, you will want to quantify the difference in growth in some way). If you do decide to keep this graph, I would recommend a line graph instead",3,3
"213","You need a primary literature citation, not just the lab manual.",3,3
"214","Put the actual value",3,3
"215","We always want to stay away from this word!",2,2
"216","What does JH do normally in the caterpillar?",3,2
"217","Can remove all of this language – readers will just assume you labeled tubes correctly",3,2
"218","Colloquial language",2,2
"219","It looks like someone else hypothesis, not oyur own hypothesis",4,2
"220","Put a colon between the author and year",3,3
"221","This was a very well-written and organized introduction! It is a too long, though; try to look at what you might be able to cut, since one of the aims of scientific writing is conciseness; for example, info on the light-independent reactions isn’t totally pertinent to your investigation. Caveat: I would also add why you used spinach and kale specifically.",2,4
"222","Tie this to a bigger issue.",4,4
"223","Why? What’s in this pellet?",3,3
"224","this is probably a little too broad – more focused intro sentence",2,2
"225","Keep it past tense.",2,2
"226","Add why you accepted null hypotheses for both of your experiments. Why did the results turn out insignificant? What could have been altered in your experiment or achieve a conclusive result?",4,4
"227","Not specific enough, raw data",3,3
"228","The Gastrocnemius muscle is Skeletal muscle",3,3
"229","Such as the gastrocnemius muscle which you isolated and hung from a force transducer",3,3
"230","I don’t see that effort to improve flow and organization here.",2,2
"231","Specify the volumes used",3,3
"232","And what effect(s) do you predict (hypothesize) that it will have?",4,2
"233","define that this is what you considered threshold",3,3
"234","What does this number provide you information wise? It is strange that the standard deviation is almost 10 times as large as the average. Maybe rethink how you report this if at all",3,3
"235","What is on the y-axis?",3,3
"236","You need to expand on your earlier explanation of resource allocation in order for your hypothesis to make sense",4,4
"237","Start broader. What are the underlying biological concepts?",2,2
"238","You need to specifically mention the significance level.",3,3
"239","This is unnecessary",2,2
"240","Hyp should come before methods",2,2
"241","What is this made of? (Methods clarification 1)",3,2
"242","Colder water has a higher solubility for oxygen than warmer water",3,3
"243","Refer to your figures, and report the results of your t-test correctly, as spelled out in the resource guide.",3,3
"244","Was it really an outlier? If so, did you do a Q-test and exclude it?",3,3
"245","I don’t mind the day by day observations, but it is getting close to raw data.  If you want to use the visual observations in your discussion, just include (in the results) the specifics that you want to refence later rather then including everything",3,1
"246","I would say JH analogue. And what does JH normally do in the caterpillar?",3,2
"247","You need to start broader. What is the underlying biological concept we are exploring? Why is it important? What does it tell us about plant fitness?",2,4
"248","There’s a lot wrong in the figures, you need to report summarized data not raw data and I don’t need the tables of the statistics, just talk about the relevant ones in the figure caption/results section/discussion.",3,3
"249","You don’t need a table and a graph, especially because they show the same information. I would just include the graph.",3,3
"250","Need to have references here about why you studied the effects of color. Find papers about effects of color in other species",3,4
"251","What means?  Mean of weight? Length?",3,3
"252","Instead of stating you t-values and p-values separately, you can actually arrange it better. Of all the statistically insignificant results, pick the ones that caught your attention, preferably the ones that you stressed on your discussion section and state it here in a concise way. For example, let’s pick 10% detergent compared to control (no detergent. Since all the values were insignificant throughout your record time, pick the 30 min value and write it as “The treatment of Spinach with 10% detergent with respect to control was not statistically insignificant (state your 30 min t-stat value, degreed of freedom, state your p-value) as shown in Figure x.  Referring to figure helps the reader to understand your data better.",3,1
"253","Don’t use a chart title in your figure and you need to check your y-axis",3,3
"254","Did you reference this anywhere in the report?",2,3
"255","I get what you’re saying, but the way this is worded is a little confusing.",2,2
"256","No need to list materials. You can simply mention them as they come up in the procedure.",3,3
"257","If there was no significant difference, was your hypothesis really supported?",4,3
"258","Several things: Your first table is not really necessary as you don’t mention it in your results.",3,3
"259","Outside sources missing (basic criteria)",1,1
"260","According to your formula (before - after treatment) this value should be positive because the contraction was stronger before the injection. So correct this.",3,3
"261","This is unclear",2,2
"262","Why’d you use kale?! You mentioned C3 plants…what’s special about kale?",4,3
"263","I think you are misinterpreting a little bit. The stats say that the weights were not significantly different. Read up on stats in the core resource guide and see what that means.",3,3
"264","Make sure you tie your results back to the big picture",4,4
"265","These tables are not needed because the graphs show this data.",3,3
"266","While this can be important to certain studies where disposal is difficult, I would leave this out as freezing biological parts for disposal is common practice.",2,4
"267","This discussion is far too short, does not contain citations of primary literature (which are required in intro AND discussion), and does not clearly establish at the beginning whether or not the hypothesis was supported.",1,1
"268","not necessary, remove throughout the paper – readers will assume you labeled things correctly",2,2
"269","this shouldn’t go in-text citation",3,3
"270","Start more broadly.",2,2
"271","So then your hypothesis is rejected, due to your experimental and statistical results",3,3
"272","You should not display the same information in a table and a graph",3,3
"273","You need to revisit this figure because something is wrong",3,3
"274","Remove p values from discussion",3,3
"275","Don’t state the title of the paper, just summarize what they did and what they found",2,2
"276","The table doesn’t exist in this report. There shouldn’t be a table anyway, include what would’ve been in your table into your methods section directly",3,3
"277","???",2,3
"278","How does molting relate to silkworm silk?",4,3
"279","Refer to by specific figure numbers. Never reference by position in a report.",3,3
"280","Is this true? Provide some citation to back up your claims.",3,3
"281","You don’t need to re-hash your p-values, they are already in the results section. Instead just say there was a sig difference in the weight ratios, but not in light, and tell me what you think that means or why that happened.",4,4
"282","This is still not primary literature. It is okay to cite the lab manual, but it cannot be your only citation in the intro (or the discussion, for that matter).",1,1
"283","At 27C",3,3
"284","calculate",3,3
"285","Use ANOVA first then t-test",3,3
"286","This is very general. You can be more specific, emphasizing the studied contractile phase",2,2
"287","This is interpretation. It does not belong in the results section.",1,2
"288","Word choice?",2,2
"289","You need to connect this claim specifically to the decrease in aggression exhibited by the bettas. Solid discussion",4,4
"290","Can bettas mate with guppies?",4,2
"291","This table and figure 1 are repeating informationReport mean and SD togetherunits",3,3
"292","You can keep this, just make sure the significant digits are correct.",3,3
"293","What statistical test did you use?",3,3
"294","Alpha value?",3,3
"295","The abstract should be more about your results and the home message of your own experiment. Save the results from other studies for the discussion.",2,2
"296","You can determine whether or not field peas are shade tolerant from looking at previous studies, or even going on a gardening website. This support would be much stronger if you state how peas typically respond to shade",4,4
"297","This needs citation",3,3
"298","This is the explanation of the result",4,3
"299","Only in the neuron? How is the repolarization process in the muscle? Is K+ involved in the AP generation in the muscle?",4,2
"300","Wrong citation format (see Resource Guide)",3,3
"301","Try not to start sentences with “because”",2,2
"302","Change “Series 1” and “Series 2” labels to “Control” and “Experimental” or “Lidocaine”",3,3
"303","This is a big jump from the previous sentence… why salinity and PSII",4,2
"304","While I’m impressed with your integration of outside sources in the introduction, you still need at least one outside source in the discussion (Basic criteria).",1,1
"305","Revise for better clarity",2,2
"306","Make sure to include how many pulses were used as well as the width.",3,3
"307","You could also rephrase this as “In (scientific name of flies), it was shown that…”",2,2
"308","….colloquial language",2,2
"309","Significant difference in what? I think your intro would be improved through a more logical flow. Start big – what’s resource allocation? How is it measured? And then move to salinity, and finally your hypothesis.",2,4
"310","Error bars are still not formatted properly. If you need help with the error bars, feel free to contact me.",3,3
"311","Why are the error bars the same for both groups?",3,3
"312","Display this as a graph as it’s much easier to visualize the change than a table.",3,3
"313","Make sure you make a prediction statement. “Therefore, we predict….”",2,2
"314","Not significant. That is different from insignificant.",2,3
"315","In what conditions",3,3
"316","You already mentioned this information",2,2
"317","This abstract needs a little more detail in methods and the fact that JH controls growth, molting, and development.",2,2
"318","You can write that error bars represent +/- one standard deviation. Also I didn’t realize this the first time but your standard deviation bars look very similar to each other, so I’m not 100% sure they are correct",3,3
"319","This is not really consider a threshold",3,3
"320","Also These graphs both say Experimental Group on the x axis.  This data is not a good choice to show in a figure because you don’t have any data for the tetany.  Instead of showing a graph, show a figure which can be a photo, a diagram, things like that.  It will need a caption but the in depth description of the figure could be put in the intro/discussion based on what you choose.For example:  you could show a diagram of a myogram of normal contraction and of tetany and use it to explain what happened to the leg.  This would count as a figure and would be a strong addition to the paper.",3,3
"321","Don’t need this but should include this in paragraph form in your results. Same with the Weight one.",2,3
"322","Do not try to interpret or discuss your data just yet.",1,3
"323","How many droplets per caterpillar? Your description is confusing.",3,3
"324","You need to introduce R:S and its relationship with resource allocation",2,4
"325","Insignificant difference means that you saw no effective difference in R:S, so your hypothesis can not have been supported",3,4
"326","Quantify this in mL",3,3
"327","What is the dilution?",3,3
"328","Missing statistical analysis",3,3
"329","Your discussion should say clearly near the beginning whether or not your hypothesis was supported.",4,2
"330","No need to discuss difference among plants within each pot, because you aren’t showing those raw data",3,3
"331","0.05",3,3
"332","These details are in your methods and don’t need to be repeated here.",2,2
"333","remove p values",3,3
"334","You need methods in your abstract and need to tie your results back to the big picture",2,4
"335","Briefly mention the main results in the Abstract",2,2
"336","Check the citation format",3,3
"337","Remove this throughout the method – it is not necessary to tell the reader how you labeled tubes",3,3
"338","You should not mention habituation in your intro unless your experiment is about habituation",2,2
"339","Careful, you can’t do two things last",2,2
"340","Unnecessary",2,2
"341","Redundance. You can actually get rid of these lines.",2,2
"342","This section is still far too long, and discusses anecdotes instead of quantitative data.",3,3
"343","Add a sentence about why this research matters.",2,2
"344","Not sure that this is technically primary literature, although you can use the info from it as a secondary source (like the lab manual).",2,1
"345","You don’t need a citation to explain a fraction",3,3
"346","Clean this up, you can use numbers also report your averages and standard devs for each group.",3,3
"347","Don’t use quotations, just paraphrase.",2,2
"348","Are they really maintaining homeostasis? Remember, fish are ectothermic, so they do not regulate their temperature",3,4
"349","Give a more numerical summary of your results.",3,2
"350","Use more descriptive labels than control and experimental",3,3
"351","But only one is cited",2,3
"352","It’s not their weight that makes them unable to move on, it’s the level of JH",4,3
"353","Delete this, but do include the ANOVA test results as a figure/table",3,3
"354","This is not the title of a lab report. That is the title of the unit. The title should give information about the experiment that you did.",3,2
"355","Those were the obtained results, but that doesn’t mean the experiment was not successful.",4,3
"356","No need to include a URL with journal articles. These online/website guidelines are for info originally published on a website, not journal articles that happen to be available online.",3,3
"357","Hypothesis comes before methods",2,2
"358","What was the hypothesis? The hypothesis of the experiment should be included in the Abstract.",2,2
"359","No need to show the same data in a table and in a figure. An easier way to do this would be to just have a separate graph for each dependent variable, and 2 columns per graph.",3,3
"360","Figure 1:",2,3
"361","This is a pretty good start to your introduction, but it doesn’t tell me anything about what previous studies looking at salinity in particular have found. Look for that research and integrate it into your intro to contextualize your experiment and hypothesis.",4,4
"362","You should mention this after you describe the observed result",3,3
"363","When all are diminished? You need to explain exactly what energy allocation entails, and what causes it to change.",3,4
"364","Standard deviation?",3,3
"365","It would be helpful to have a short description of plant resource allocation before you jump right into talking about root:shoot ratios.",2,4
"366","Include a sentence about why you think this happened.",4,2
"367","Your intro jumps back and forth between murky water, then aggressive behaviors, then back to murky water again. Rearrange it so that it flows more logically into your hypothesis.",2,4
"368","Be more precise here and explain the mechanism– the plants vary their own resource allocation in response to these factors.",2,4
"369","Did you compare the mean distances?",3,3
"370","Good caption, but you should not show raw data. Just show average aggression score",3,3
"371","Biology Department might be better",2,2
"372","Units of y-axis",3,3
"373","Check in the annotation exercise how to report the statistics outcome in the results.",3,3
"374","Clarify that it is suspended from a force transducer",3,3
"375","Can you emphasize that this is the hypothesis of the present study?",4,2
"376","Why? What changes in metabolism or photosynthesis happen with limited light spectrum?",4,4
"377","This belongs in the methods section",2,2
"378","I know it seems silly, but you should specifically say that the difference was not significant.",3,3
"379","Is this chance in duration or average duration of control?",3,3
"380","This reads rushed. Please put more thought into this.",2,2
"381","So…this isn’t a bad title at all, but you do want something that’s going to make people want to read your paper, and inconclusive isn’t enticing.",2,2
"382","Again, more information needs to go here. This would be almost acceptable for a lab notebook entry, but not for a lab report.",2,2
"383","This caption for Figure 3 needs the title of the figure, description of what it shows (if not in the title) and explanation of what the error bars represent. Figure 2 also needs a title if you include it.",3,3
"384","Do not assume that you did it wrong! Why do you think that there were errors? Only include errors if you are sure that there were errors and they were affecting the results.",4,4
"385","Would be good to show a separate graph for each of the dependent variables, then not show this table. See me if you need help with the graphs and stats",3,3
"386","Wrong citation format (see the resource guide)",3,3
"387","This needs citation",3,3
"388","You still didn’t state whether or not your hypothesis was supported. :( I mentioned this on Sakai!",1,4
"389","You should clearly say that the error bars represent +/- 1 standard deviation. Your graph also needs an x-axis, and the labels of “average” in the upper left and right don’t actually tell us anything useful.",3,3
"390","Does this necessarily change resource allocation though?",4,4
"391","Restructure your introduction so it flows better. Start by broadly talking about resource allocation, then effects of salinity (you have good background sources here!) and then your specific hypothesis. What you have right now lacks a logical flow.",2,4
"392","This is redundant",2,2
"393","Need to summarize these data with just 3 bars, instead of bars for every single female.",3,3
"394","Missing citations",3,3
"395","Which conditions? Partial spectrum? Availability?",3,4
"396","You have included wrong text!",2,3
"397","Do not use a table just for the statistical output",3,3
"398","Need to state which statistical test you did",3,3
"399","interpret ???",4,3
"400","This figure title is not very descriptive. Also, there are no labels on your x-axis at all and the colored blocks in the legend are not labeled, meaning they are not actually useful.",3,3
"401","The metamorphosis is more related to the transition from the larval phase to an adult phase through the pupa stage.",3,4
"402","t-value? We only care about the p-value (which cannot be above 1)",3,3
"403","You don’t need to completely restate your results in the discussion. Focus on explaining the results in the context of the costs and benefits of aggression",2,4
"404","You can use et al after the first author last name because that article has more than 2 authors",3,3
"405","This could go in the results",2,3
"406","You should not mention the null hypothesis in a lab report",3,2
"407","In-text citations should be according to resource guide/as shown in the resource guide quiz.",3,3
"408","This is a scientific paper. Check the BioCore Guide (page 48-49) for the citations formatting.",3,3
"409","Do not quote previous studies.",2,2
"410","Make sure your discussion progresses logically, you may need to reorganize this. Also work on redundancy, try to be concise in your explanations and guesses",2,2
"411","It would be better if you stated the hypothesis first, mention the main results and then conclude that the hypothesis was rejected",2,2
"412","Try this next time: the mean weigh ratio for the shade treatment was 0.57 ± 0.024, and for the sunlight was….",3,3
"413","Unnecessary in the figure legend",3,3
"414","This table is unnecessary",3,3
"415","Citation?",3,3
"416","You should cite the lab manual for this because you got that information from there.",3,3
"417","Where are these figures referred to in the text?",3,3
"418","hypothesize",2,2
"419","[Hogan : 1980] Only first author last name and year are included in in-text citations.",3,3
"420","Citation format",3,3
"421","The data did not suggest that unless you saw them begin to pupate",3,3
"422","You can put your p-value in parentheses here)",3,3
"423","You are missing too many important details. That is not an explanation of the experiment. The idea of this section is that someone could repeat the experiment based on this information. Do you think that is possible just reading your methods? Missing: specimen preparation, experimental procedure specifying the stimuli and data acquisition, measured variables, statistical analysis",3,3
"424","Why do we care about this research?",4,2
"425","You say the experiment is important for understanding links between behavior and fitness, yet the example you give here doesn’t say anything about fitness. Can you be more specific? Are you saying that bettas in murky water might be more fit than their clear water counterparts? Or that the decreased aggression might lead to higher fitness? Please expand.",4,4
"426","Include the tukey sig difference in parenthesis at the end of previous statement and get rid of this statement.",3,2
"427","What was the concentration?",3,3
"428","You graph needs to have 2 columns, showing the average of the pot averages. Also needs to have error bars. See me for help with making graphs.",3,3
